customer_id,customer_name,age,gender,region,service_type,contract_type,dwelling_type,account_tenure_months,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned
CUST0002873,Customer_2873,18,Female,Northwest,Electricity,Small Business,Townhouse,17,1,1,2,Low,Own,0
CUST0002874,Customer_2874,36,Female,Southwest,Electricity,Residential,House,6,0,1,4,Medium,Own,0
CUST0002875,Customer_2875,44,Female,Southeast,Water,Small Business,Mobile Home,57,1,1,4,Low,Own,0
CUST0002876,Customer_2876,31,Female,Northeast,Electricity,Small Business,House,14,0,1,2,High,Rent,1
CUST0002877,Customer_2877,30,Male,Southeast,Electricity,Small Business,Condo,12,1,0,2,Medium,Own,1
CUST0002878,Customer_2878,34,Male,Midwest,Water,Residential,Townhouse,52,1,1,1,Medium-High,Rent,0
CUST0002879,Customer_2879,49,Male,Midwest,Gas,Residential,Condo,97,1,0,2,High,Own,0
CUST0002880,Customer_2880,42,Male,Southeast,Electricity,Residential,Mobile Home,88,1,1,1,High,Own,1
CUST0002881,Customer_2881,18,Female,Southeast,Gas,Prepaid,Townhouse,5,0,1,3,Medium,Own,1
CUST0002882,Customer_2882,18,Female,Southwest,Electricity,Residential,Mobile Home,25,1,0,5,High,Own,0
CUST0002883,Customer_2883,35,Female,Southwest,Water,Prepaid,House,3,1,0,1,Medium-High,Own,1
CUST0002884,Customer_2884,51,Male,West,Electricity,Residential,House,116,0,1,4,Low,Own,1
CUST0002885,Customer_2885,18,Male,Northwest,Electricity,Residential,Condo,8,1,1,3,High,Own,1
CUST0002886,Customer_2886,37,Female,West,Water,Residential,Condo,7,1,1,5,Medium,Own,1
CUST0002887,Customer_2887,37,Female,Northwest,Water,Residential,Apartment,79,0,1,4,Low,Rent,0
CUST0002888,Customer_2888,65,Male,Midwest,Electricity,Commercial,House,123,1,1,5,Medium-High,Own,1
CUST0002889,Customer_2889,39,Female,West,Electricity,Commercial,Townhouse,43,0,1,3,Medium-High,Own,1
CUST0002890,Customer_2890,50,Female,West,Dual Fuel,Small Business,Mobile Home,4,1,1,4,High,Own,1
CUST0002891,Customer_2891,47,Male,Northeast,Water,Small Business,Apartment,23,1,1,2,Medium-High,Rent,0
CUST0002892,Customer_2892,18,Female,Southeast,Electricity,Small Business,House,61,0,1,2,Medium,Own,0
CUST0002893,Customer_2893,56,Male,Southwest,Water,Prepaid,House,30,1,1,5,Medium,Own,0
CUST0002894,Customer_2894,48,Female,West,Electricity,Residential,House,5,1,1,4,Medium-High,Own,1
CUST0002895,Customer_2895,52,Male,Southwest,Gas,Small Business,Condo,6,1,0,1,Medium-High,Rent,1
CUST0002896,Customer_2896,85,Male,Northwest,Electricity,Small Business,Mobile Home,71,0,0,5,Low,Rent,0
CUST0002897,Customer_2897,18,Female,West,Electricity,Prepaid,House,26,1,0,2,Low,Rent,0
CUST0002898,Customer_2898,70,Male,Northwest,Electricity,Commercial,Apartment,44,1,1,2,Low,Own,1
CUST0002899,Customer_2899,40,Female,West,Gas,Prepaid,Condo,16,0,1,3,Medium-High,Rent,1
CUST0002900,Customer_2900,49,Male,Midwest,Gas,Small Business,House,27,0,1,3,Low,Rent,1
CUST0002901,Customer_2901,44,Male,Northeast,Gas,Residential,Apartment,135,1,1,3,Medium,Own,0
CUST0002902,Customer_2902,38,Male,Northwest,Electricity,Residential,Condo,14,1,1,2,Medium,Rent,1
CUST0002903,Customer_2903,36,Female,Southeast,Electricity,Small Business,Townhouse,40,1,1,6,Low,Other,1
CUST0002904,Customer_2904,49,Female,Southeast,Water,Small Business,Apartment,6,1,1,6,Medium,Own,1
CUST0002905,Customer_2905,22,Male,Midwest,Electricity,Residential,Condo,4,0,1,1,High,Rent,1
CUST0002906,Customer_2906,56,Female,Midwest,Water,Residential,House,55,1,1,2,Medium-High,Own,0
CUST0002907,Customer_2907,38,Female,Southeast,Electricity,Residential,House,66,1,1,1,Medium,Own,1
CUST0002908,Customer_2908,28,Female,Northwest,Gas,Commercial,House,39,1,0,5,High,Own,0
CUST0002909,Customer_2909,38,Female,Southeast,Gas,Residential,Apartment,6,0,0,5,Medium,Own,0
CUST0002910,Customer_2910,63,Female,Northeast,Multi-Utility,Small Business,House,9,1,0,3,Medium-High,Rent,1
CUST0002911,Customer_2911,36,Female,West,Electricity,Residential,House,87,1,1,4,Medium,Rent,0
CUST0002912,Customer_2912,50,Male,Northeast,Electricity,Residential,Condo,12,1,1,4,Medium-High,Own,0
CUST0002913,Customer_2913,34,Male,Southeast,Gas,Commercial,Condo,61,1,1,3,Medium,Rent,0
CUST0002914,Customer_2914,56,Male,West,Multi-Utility,Residential,House,12,0,0,2,Medium,Rent,1
CUST0002915,Customer_2915,55,Male,Southeast,Multi-Utility,Residential,House,100,1,1,2,Medium-High,Own,1
CUST0002916,Customer_2916,72,Female,Northeast,Gas,Residential,Apartment,88,1,1,2,Medium-High,Own,0
CUST0002917,Customer_2917,42,Male,Northeast,Gas,Residential,House,1,1,1,3,Medium,Rent,1
CUST0002918,Customer_2918,55,Male,Northwest,Gas,Small Business,Apartment,52,0,0,2,Medium-High,Rent,0
CUST0002919,Customer_2919,46,Female,Northwest,Gas,Residential,Condo,6,0,1,2,Medium,Other,0
CUST0002920,Customer_2920,64,Male,Northeast,Gas,Small Business,House,8,0,1,1,Medium-High,Own,0
CUST0002921,Customer_2921,34,Male,West,Dual Fuel,Residential,House,22,1,1,3,Medium-High,Own,0
CUST0002922,Customer_2922,56,Male,Northwest,Water,Commercial,House,30,0,0,6,Low,Rent,1
CUST0002923,Customer_2923,42,Female,Northwest,Gas,Commercial,House,14,1,0,5,High,Rent,0
CUST0002924,Customer_2924,44,Male,Southwest,Gas,Prepaid,Mobile Home,30,1,1,4,Medium-High,Rent,1
CUST0002925,Customer_2925,46,Male,Southwest,Gas,Commercial,Apartment,6,0,1,4,High,Own,1
CUST0002926,Customer_2926,48,Female,Northwest,Gas,Residential,Apartment,1,0,0,3,Medium-High,Own,1
CUST0002927,Customer_2927,43,Female,Southeast,Gas,Residential,Condo,30,1,1,2,Medium-High,Own,1
CUST0002928,Customer_2928,48,Female,West,Electricity,Small Business,House,26,0,0,2,High,Own,1
CUST0002929,Customer_2929,68,Female,Midwest,Electricity,Residential,House,42,1,1,1,Low,Own,0
CUST0002930,Customer_2930,59,Male,Northwest,Gas,Residential,Townhouse,37,0,1,3,High,Rent,1
CUST0002931,Customer_2931,58,Male,Southwest,Dual Fuel,Residential,Townhouse,81,1,0,2,Medium,Own,1
CUST0002932,Customer_2932,38,Male,West,Electricity,Residential,Apartment,22,0,1,4,Low,Own,1
CUST0002933,Customer_2933,31,Male,West,Gas,Small Business,Apartment,1,1,1,2,Medium,Other,0
CUST0002934,Customer_2934,59,Male,Southwest,Electricity,Residential,Townhouse,35,1,1,2,Medium-High,Own,0
CUST0002935,Customer_2935,58,Male,West,Electricity,Residential,House,40,1,0,6,Low,Own,1
CUST0002936,Customer_2936,67,Female,West,Multi-Utility,Small Business,House,26,0,1,1,Low,Own,1
CUST0002937,Customer_2937,35,Female,Southwest,Dual Fuel,Residential,House,42,1,1,3,Medium-High,Rent,0
CUST0002938,Customer_2938,41,Male,Northeast,Electricity,Prepaid,Apartment,14,0,1,1,Medium,Own,0
CUST0002939,Customer_2939,20,Female,Northwest,Water,Residential,House,5,1,1,1,Medium-High,Other,1
CUST0002940,Customer_2940,39,Male,Southeast,Electricity,Small Business,Apartment,39,1,1,3,Medium,Rent,0
CUST0002941,Customer_2941,59,Male,Midwest,Multi-Utility,Residential,Condo,10,0,1,3,Medium,Rent,0
CUST0002942,Customer_2942,38,Female,Southeast,Electricity,Residential,Apartment,21,0,1,2,Low,Own,1
CUST0002943,Customer_2943,54,Male,Northeast,Electricity,Residential,House,24,0,1,5,Medium,Other,0
CUST0002944,Customer_2944,42,Male,Northeast,Gas,Residential,Apartment,23,0,0,4,Medium,Rent,1
CUST0002945,Customer_2945,49,Male,West,Dual Fuel,Commercial,Condo,32,1,1,2,Medium,Rent,0
CUST0002946,Customer_2946,27,Female,Southeast,Electricity,Small Business,House,1,0,0,2,Medium,Rent,1
CUST0002947,Customer_2947,46,Female,Northeast,Water,Residential,House,164,1,1,4,Medium-High,Rent,1
CUST0002948,Customer_2948,18,Male,Southeast,Electricity,Residential,Apartment,45,0,1,4,Low,Own,0
CUST0002949,Customer_2949,42,Female,Northeast,Dual Fuel,Residential,House,19,1,0,1,Medium,Own,0
CUST0002950,Customer_2950,20,Female,Midwest,Electricity,Residential,Mobile Home,7,0,0,2,Low,Own,0
CUST0002951,Customer_2951,63,Female,Northeast,Dual Fuel,Residential,Apartment,3,0,0,2,Medium,Own,0
CUST0002952,Customer_2952,56,Female,Southeast,Gas,Prepaid,House,40,1,0,2,Medium,Rent,0
CUST0002953,Customer_2953,52,Male,West,Gas,Residential,Condo,13,1,1,2,Medium,Own,1
CUST0002954,Customer_2954,67,Male,Southeast,Multi-Utility,Small Business,Apartment,9,1,1,6,Medium,Own,0
CUST0002955,Customer_2955,30,Female,Southwest,Multi-Utility,Small Business,House,17,1,0,4,High,Own,0
CUST0002956,Customer_2956,71,Female,Southeast,Water,Commercial,House,32,1,0,4,High,Other,1
CUST0002957,Customer_2957,58,Female,Midwest,Electricity,Residential,Condo,40,1,1,2,Medium-High,Rent,0
CUST0002958,Customer_2958,41,Female,Northwest,Gas,Small Business,House,37,0,0,1,Medium,Rent,0
CUST0002959,Customer_2959,62,Female,Midwest,Gas,Commercial,House,71,0,1,1,Medium-High,Rent,0
CUST0002960,Customer_2960,28,Female,Midwest,Gas,Residential,House,8,1,0,3,Medium-High,Rent,0
CUST0002961,Customer_2961,32,Female,Northeast,Gas,Residential,House,36,1,1,2,Medium-High,Rent,1
CUST0002962,Customer_2962,35,Female,Midwest,Electricity,Prepaid,Condo,3,1,1,2,Low,Own,0
CUST0002963,Customer_2963,37,Female,Southeast,Water,Small Business,Townhouse,28,0,0,1,Medium-High,Rent,0
CUST0002964,Customer_2964,29,Male,Northwest,Water,Residential,Condo,31,1,0,5,High,Rent,0
CUST0002965,Customer_2965,63,Male,West,Electricity,Small Business,Condo,8,1,1,3,Medium-High,Rent,1
CUST0002966,Customer_2966,41,Female,Midwest,Gas,Residential,Mobile Home,17,1,0,1,Medium-High,Own,0
CUST0002967,Customer_2967,50,Female,Southeast,Gas,Residential,House,63,0,1,4,Medium-High,Other,1
CUST0002968,Customer_2968,36,Female,Northeast,Water,Residential,House,5,1,0,4,Medium,Rent,1
CUST0002969,Customer_2969,18,Female,Northeast,Electricity,Residential,Apartment,20,1,1,2,Medium-High,Rent,0
CUST0002970,Customer_2970,49,Male,West,Gas,Small Business,Apartment,97,1,1,2,Medium-High,Rent,0
CUST0002971,Customer_2971,18,Male,West,Electricity,Small Business,Apartment,25,1,1,4,High,Own,0
CUST0002972,Customer_2972,43,Female,Southeast,Gas,Commercial,House,46,1,0,2,High,Own,0
CUST0002973,Customer_2973,24,Male,West,Water,Residential,House,63,0,1,4,Medium,Own,0
CUST0002974,Customer_2974,74,Male,West,Water,Commercial,Apartment,8,1,1,1,Low,Rent,1
CUST0002975,Customer_2975,58,Male,Northeast,Electricity,Residential,Mobile Home,8,1,1,3,Low,Own,0
CUST0002976,Customer_2976,46,Male,Southeast,Gas,Residential,Apartment,51,0,1,2,High,Rent,0
CUST0002977,Customer_2977,63,Female,Northwest,Multi-Utility,Commercial,House,50,0,0,4,Medium,Rent,1
CUST0002978,Customer_2978,32,Male,West,Electricity,Residential,Condo,2,1,0,6,Medium,Rent,0
CUST0002979,Customer_2979,53,Female,Southeast,Dual Fuel,Residential,House,14,1,0,3,Medium,Own,0
CUST0002980,Customer_2980,47,Male,Midwest,Water,Residential,House,18,1,0,1,Medium,Own,1
CUST0002981,Customer_2981,48,Female,Northeast,Water,Residential,House,63,0,0,2,Medium-High,Rent,0
CUST0002982,Customer_2982,64,Male,Northwest,Electricity,Small Business,Condo,19,1,0,5,Medium-High,Rent,1
CUST0002983,Customer_2983,55,Female,Northeast,Electricity,Prepaid,Townhouse,93,1,0,4,Medium,Own,1
CUST0002984,Customer_2984,49,Female,Northeast,Dual Fuel,Small Business,Apartment,204,1,0,2,Medium-High,Rent,1
CUST0002985,Customer_2985,20,Male,Southwest,Electricity,Commercial,House,54,1,0,6,Medium-High,Own,1
CUST0002986,Customer_2986,30,Female,Southeast,Electricity,Small Business,House,39,1,0,3,Medium,Own,1
CUST0002987,Customer_2987,43,Female,Midwest,Gas,Commercial,House,17,0,0,2,Medium,Own,1
CUST0002988,Customer_2988,46,Male,West,Electricity,Residential,Mobile Home,2,1,1,3,High,Own,1
CUST0002989,Customer_2989,28,Male,Midwest,Water,Commercial,Condo,30,1,0,3,Medium,Own,0
CUST0002990,Customer_2990,81,Female,Southeast,Gas,Residential,House,16,0,0,4,Medium,Rent,1
CUST0002991,Customer_2991,67,Female,Northeast,Dual Fuel,Commercial,Condo,15,1,0,2,Medium-High,Own,1
CUST0002992,Customer_2992,54,Male,Southwest,Water,Residential,Apartment,41,0,1,5,High,Own,0
CUST0002993,Customer_2993,46,Male,Southeast,Electricity,Small Business,Mobile Home,22,1,1,4,Medium,Own,0
CUST0002994,Customer_2994,41,Female,Northwest,Electricity,Small Business,Townhouse,50,1,0,4,Medium-High,Rent,0
CUST0002995,Customer_2995,30,Female,Northwest,Water,Prepaid,House,18,1,1,2,Medium,Own,1
CUST0002996,Customer_2996,46,Female,Southeast,Gas,Small Business,Condo,5,1,1,6,Medium,Rent,1
CUST0002997,Customer_2997,48,Male,West,Multi-Utility,Residential,Apartment,22,1,1,3,Low,Own,0
CUST0002998,Customer_2998,26,Female,Midwest,Water,Small Business,House,108,1,1,5,Low,Own,0
CUST0002999,Customer_2999,50,Male,Midwest,Electricity,Residential,Condo,58,1,1,2,Low,Own,0
CUST0003000,Customer_3000,42,Male,West,Dual Fuel,Residential,Apartment,8,1,0,6,Medium-High,Rent,0
CUST0003001,Customer_3001,18,Female,Southwest,Electricity,Residential,House,17,1,1,4,Low,Own,1
CUST0003002,Customer_3002,32,Other,Northeast,Electricity,Residential,Condo,94,1,1,5,High,Own,0
CUST0003003,Customer_3003,38,Male,Northeast,Water,Residential,Condo,4,0,1,2,High,Own,1
CUST0003004,Customer_3004,73,Male,Northwest,Dual Fuel,Commercial,House,10,1,1,3,Medium,Rent,0
CUST0003005,Customer_3005,53,Female,Southwest,Gas,Commercial,House,10,0,0,1,Medium,Rent,1
CUST0003006,Customer_3006,24,Female,West,Electricity,Residential,Apartment,30,1,0,1,Medium,Rent,1
CUST0003007,Customer_3007,52,Female,Southeast,Electricity,Residential,House,19,0,1,2,Medium-High,Own,0
CUST0003008,Customer_3008,21,Female,Midwest,Electricity,Residential,Townhouse,2,1,1,6,Medium-High,Rent,1
CUST0003009,Customer_3009,61,Male,Southeast,Electricity,Residential,House,35,0,1,4,Medium,Own,0
CUST0003010,Customer_3010,37,Other,Midwest,Electricity,Residential,House,3,0,1,2,Medium,Rent,1
CUST0003011,Customer_3011,43,Female,Southeast,Gas,Residential,House,33,1,0,6,Medium-High,Rent,1
CUST0003012,Customer_3012,64,Female,West,Dual Fuel,Small Business,Apartment,25,1,1,4,Medium-High,Rent,0
CUST0003013,Customer_3013,25,Female,West,Electricity,Small Business,Condo,24,1,1,5,Medium-High,Rent,0
CUST0003014,Customer_3014,24,Female,Southwest,Electricity,Residential,Apartment,2,0,1,5,High,Own,1
CUST0003015,Customer_3015,36,Male,Southeast,Dual Fuel,Residential,House,36,1,1,4,Medium-High,Own,0
CUST0003016,Customer_3016,60,Male,Southeast,Water,Small Business,Townhouse,20,0,1,2,Medium,Own,1
CUST0003017,Customer_3017,22,Female,Southwest,Multi-Utility,Commercial,House,19,1,0,6,Medium-High,Rent,0
CUST0003018,Customer_3018,18,Male,Southwest,Electricity,Residential,House,32,1,0,2,Medium,Own,0
CUST0003019,Customer_3019,38,Male,West,Electricity,Residential,House,33,0,0,4,Medium-High,Own,1
CUST0003020,Customer_3020,53,Female,West,Gas,Residential,House,1,1,1,4,High,Own,1
CUST0003021,Customer_3021,63,Female,Northwest,Gas,Residential,Apartment,4,1,0,2,Medium,Rent,1
CUST0003022,Customer_3022,38,Male,Southeast,Gas,Residential,House,9,1,0,3,Medium,Own,1
CUST0003023,Customer_3023,38,Female,West,Gas,Residential,House,40,0,1,2,Medium,Own,1
CUST0003024,Customer_3024,62,Female,West,Electricity,Residential,Townhouse,30,1,0,2,Low,Own,0
CUST0003025,Customer_3025,18,Female,Southeast,Gas,Residential,House,51,1,0,1,Medium-High,Own,1
CUST0003026,Customer_3026,39,Female,Southwest,Water,Small Business,Townhouse,48,1,1,5,Medium-High,Own,1
CUST0003027,Customer_3027,47,Male,Southeast,Gas,Residential,Condo,69,1,1,1,Medium,Own,0
CUST0003028,Customer_3028,51,Male,Northeast,Water,Small Business,House,17,0,1,5,Medium,Own,1
CUST0003029,Customer_3029,37,Male,Southeast,Gas,Residential,Apartment,15,0,1,3,Medium-High,Own,1
CUST0003030,Customer_3030,45,Female,Northeast,Electricity,Residential,Apartment,64,0,1,3,Low,Rent,1
CUST0003031,Customer_3031,18,Female,Southeast,Electricity,Commercial,House,9,1,1,4,Medium-High,Rent,1
CUST0003032,Customer_3032,35,Female,Northeast,Gas,Small Business,Mobile Home,22,1,1,3,Medium,Own,0
CUST0003033,Customer_3033,51,Female,Northeast,Electricity,Residential,Apartment,7,1,0,2,Medium-High,Own,1
CUST0003034,Customer_3034,30,Female,Southeast,Water,Small Business,Townhouse,88,1,1,1,Medium-High,Own,0
CUST0003035,Customer_3035,45,Female,Northwest,Dual Fuel,Small Business,Townhouse,18,1,1,3,Medium-High,Own,0
CUST0003036,Customer_3036,51,Male,West,Electricity,Residential,House,8,0,0,3,Low,Own,1
CUST0003037,Customer_3037,39,Male,Midwest,Electricity,Residential,House,42,1,0,2,Medium-High,Rent,1
CUST0003038,Customer_3038,47,Female,West,Multi-Utility,Commercial,House,10,1,0,3,Medium-High,Rent,1
CUST0003039,Customer_3039,30,Male,Northeast,Electricity,Residential,Townhouse,103,1,1,3,Medium-High,Rent,1
CUST0003040,Customer_3040,41,Male,Southeast,Electricity,Residential,Townhouse,16,0,1,4,Medium,Own,0
CUST0003041,Customer_3041,54,Female,Southeast,Electricity,Residential,Apartment,39,1,0,3,Medium,Own,0
CUST0003042,Customer_3042,47,Male,Southeast,Water,Small Business,House,15,1,1,5,Medium-High,Rent,0
CUST0003043,Customer_3043,36,Female,Southeast,Electricity,Commercial,House,59,0,1,3,Medium,Own,0
CUST0003044,Customer_3044,48,Male,Northwest,Gas,Commercial,Townhouse,81,1,1,5,Medium-High,Own,1
CUST0003045,Customer_3045,55,Male,Midwest,Gas,Small Business,Mobile Home,55,1,1,3,Medium-High,Own,1
CUST0003046,Customer_3046,18,Male,Southwest,Electricity,Prepaid,House,67,0,0,3,Medium-High,Rent,0
CUST0003047,Customer_3047,62,Female,Northeast,Electricity,Small Business,House,3,0,1,2,Low,Rent,0
CUST0003048,Customer_3048,39,Male,Midwest,Water,Small Business,House,92,1,1,3,Medium,Own,0
CUST0003049,Customer_3049,51,Female,West,Gas,Prepaid,House,35,0,1,5,Low,Rent,1
CUST0003050,Customer_3050,62,Female,Southwest,Electricity,Residential,Townhouse,73,1,0,2,Medium,Rent,1
CUST0003051,Customer_3051,24,Female,Southwest,Electricity,Small Business,Apartment,41,1,0,1,High,Own,1
CUST0003052,Customer_3052,34,Male,Southeast,Gas,Small Business,Condo,8,0,1,4,Medium,Own,0
CUST0003053,Customer_3053,40,Male,Midwest,Dual Fuel,Commercial,Apartment,33,0,0,3,Medium-High,Other,1
CUST0003054,Customer_3054,33,Female,West,Electricity,Commercial,House,3,1,1,2,Medium,Own,1
CUST0003055,Customer_3055,71,Female,Southeast,Gas,Commercial,House,42,0,1,3,High,Own,0
CUST0003056,Customer_3056,32,Other,Southeast,Electricity,Commercial,Townhouse,18,1,0,3,Medium,Rent,1
CUST0003057,Customer_3057,36,Male,Northwest,Electricity,Residential,Condo,5,1,1,3,Medium,Own,1
CUST0003058,Customer_3058,48,Female,Northeast,Electricity,Residential,Apartment,139,1,1,4,Medium-High,Rent,1
CUST0003059,Customer_3059,26,Male,Southwest,Water,Residential,House,83,0,1,2,Medium,Own,0
CUST0003060,Customer_3060,39,Male,West,Gas,Residential,House,80,1,1,4,Medium,Rent,0
CUST0003061,Customer_3061,49,Male,Southwest,Dual Fuel,Residential,House,55,1,1,4,Low,Rent,0
CUST0003062,Customer_3062,40,Male,Midwest,Water,Residential,Condo,42,0,1,4,Low,Own,1
CUST0003063,Customer_3063,43,Female,Northeast,Dual Fuel,Residential,Apartment,38,0,1,2,Medium-High,Own,0
CUST0003064,Customer_3064,37,Male,Southeast,Electricity,Commercial,Apartment,4,1,1,2,High,Own,1
CUST0003065,Customer_3065,22,Female,Northeast,Electricity,Residential,Townhouse,83,0,0,3,Low,Own,1
CUST0003066,Customer_3066,49,Male,Southeast,Multi-Utility,Commercial,Apartment,76,0,1,5,Medium-High,Rent,0
CUST0003067,Customer_3067,71,Female,Northeast,Water,Commercial,Apartment,49,1,1,4,Low,Rent,0
CUST0003068,Customer_3068,45,Male,Southeast,Dual Fuel,Residential,House,94,0,0,3,Medium,Rent,0
CUST0003069,Customer_3069,48,Male,Southwest,Electricity,Residential,Townhouse,28,1,1,6,Medium,Rent,0
CUST0003070,Customer_3070,55,Male,Southwest,Electricity,Small Business,Apartment,21,1,1,3,Medium-High,Rent,0
CUST0003071,Customer_3071,25,Male,Southwest,Water,Small Business,House,123,1,0,4,Low,Rent,0
CUST0003072,Customer_3072,70,Female,Southwest,Electricity,Residential,Condo,22,0,1,4,Medium-High,Rent,0
CUST0003073,Customer_3073,48,Male,Northeast,Gas,Residential,Apartment,36,1,0,5,Medium,Own,1
CUST0003074,Customer_3074,69,Female,Southeast,Gas,Residential,Townhouse,16,1,1,6,Medium-High,Rent,0
CUST0003075,Customer_3075,34,Male,Southwest,Electricity,Residential,Mobile Home,36,0,1,3,Medium-High,Rent,1
CUST0003076,Customer_3076,72,Female,Northeast,Electricity,Residential,Condo,45,0,0,2,Medium,Own,1
CUST0003077,Customer_3077,56,Female,Southeast,Electricity,Residential,Condo,35,0,1,3,Medium-High,Rent,1
CUST0003078,Customer_3078,53,Male,Northeast,Electricity,Small Business,House,26,0,1,5,Medium,Own,0
CUST0003079,Customer_3079,48,Male,Northwest,Gas,Prepaid,Apartment,12,0,1,4,Medium,Own,1
CUST0003080,Customer_3080,41,Male,Southwest,Electricity,Small Business,Townhouse,37,0,1,2,Low,Own,0
CUST0003081,Customer_3081,63,Female,Midwest,Electricity,Commercial,Apartment,86,1,1,1,Medium,Own,0
CUST0003082,Customer_3082,47,Male,Northeast,Dual Fuel,Small Business,Apartment,1,1,0,3,Low,Own,1
CUST0003083,Customer_3083,18,Female,Southwest,Gas,Small Business,Townhouse,5,1,1,3,Medium,Rent,1
CUST0003084,Customer_3084,28,Female,West,Electricity,Residential,House,4,1,1,1,Low,Rent,1
CUST0003085,Customer_3085,42,Female,Southeast,Water,Residential,House,92,1,0,4,Low,Rent,1
CUST0003086,Customer_3086,49,Female,Northwest,Dual Fuel,Commercial,Condo,39,1,0,2,High,Rent,1
CUST0003087,Customer_3087,44,Female,Southwest,Electricity,Commercial,Townhouse,109,1,1,3,Medium-High,Own,1
CUST0003088,Customer_3088,63,Male,West,Gas,Residential,Townhouse,31,0,1,1,Medium,Own,0
CUST0003089,Customer_3089,18,Female,Northeast,Gas,Residential,Condo,22,0,1,5,Medium-High,Rent,0
CUST0003090,Customer_3090,47,Female,Northeast,Electricity,Small Business,Townhouse,56,1,1,4,Medium-High,Rent,1
CUST0003091,Customer_3091,18,Male,West,Water,Residential,Condo,6,0,1,2,Low,Rent,0
CUST0003092,Customer_3092,56,Female,Northwest,Multi-Utility,Residential,House,17,0,0,3,Medium,Own,0
CUST0003093,Customer_3093,43,Male,West,Multi-Utility,Commercial,Townhouse,22,0,1,2,High,Own,1
CUST0003094,Customer_3094,51,Female,Southeast,Electricity,Residential,House,12,1,1,6,Medium-High,Other,0
CUST0003095,Customer_3095,32,Female,Northeast,Electricity,Small Business,House,16,0,0,4,Medium-High,Rent,0
CUST0003096,Customer_3096,64,Male,West,Multi-Utility,Commercial,Apartment,2,1,1,4,Medium-High,Own,1
CUST0003097,Customer_3097,60,Female,Midwest,Gas,Residential,House,7,0,1,2,Medium-High,Own,0
CUST0003098,Customer_3098,53,Male,Midwest,Electricity,Residential,House,14,1,1,1,Medium,Own,0
CUST0003099,Customer_3099,43,Male,West,Water,Residential,House,57,1,1,3,Medium-High,Own,1
CUST0003100,Customer_3100,53,Male,Southeast,Electricity,Residential,House,7,0,1,1,Medium-High,Own,0
CUST0003101,Customer_3101,34,Female,Northeast,Electricity,Small Business,House,15,1,1,4,Low,Rent,0
CUST0003102,Customer_3102,57,Male,Midwest,Dual Fuel,Residential,Apartment,2,1,1,3,Medium-High,Other,1
CUST0003103,Customer_3103,69,Male,West,Electricity,Residential,Townhouse,29,1,1,2,Medium-High,Rent,0
CUST0003104,Customer_3104,61,Female,West,Electricity,Residential,Townhouse,34,1,0,1,Low,Rent,0
CUST0003105,Customer_3105,34,Male,Southwest,Electricity,Residential,Townhouse,72,1,1,6,Medium,Rent,1
CUST0003106,Customer_3106,50,Male,West,Gas,Residential,Apartment,61,1,1,6,High,Own,1
CUST0003107,Customer_3107,25,Male,Southeast,Electricity,Small Business,Condo,12,0,1,1,High,Own,0
CUST0003108,Customer_3108,53,Male,Midwest,Gas,Residential,House,5,1,1,2,Medium-High,Own,0
CUST0003109,Customer_3109,51,Male,Southwest,Gas,Residential,House,6,0,1,2,Low,Rent,1
CUST0003110,Customer_3110,18,Male,Midwest,Dual Fuel,Residential,Condo,125,0,0,2,Medium,Rent,0
CUST0003111,Customer_3111,27,Other,Midwest,Electricity,Commercial,Condo,40,1,1,5,Low,Own,0
CUST0003112,Customer_3112,40,Female,Southeast,Dual Fuel,Residential,Townhouse,1,0,1,4,Medium-High,Own,1
CUST0003113,Customer_3113,40,Male,West,Electricity,Small Business,Condo,5,1,1,6,Medium-High,Own,1
CUST0003114,Customer_3114,26,Male,Southeast,Water,Small Business,House,23,1,1,5,High,Rent,1
CUST0003115,Customer_3115,50,Male,West,Gas,Small Business,Townhouse,8,1,1,4,High,Own,1
CUST0003116,Customer_3116,48,Female,Southwest,Electricity,Residential,Condo,58,0,0,4,Low,Rent,1
CUST0003117,Customer_3117,42,Male,Southeast,Water,Commercial,Townhouse,30,0,0,5,Low,Own,1
CUST0003118,Customer_3118,33,Male,Southeast,Electricity,Small Business,Townhouse,34,1,1,4,High,Other,1
CUST0003119,Customer_3119,60,Female,Northwest,Electricity,Commercial,House,22,1,0,2,Medium-High,Own,0
CUST0003120,Customer_3120,69,Male,Northeast,Electricity,Residential,House,10,0,1,3,Medium,Own,0
CUST0003121,Customer_3121,37,Male,Southeast,Water,Small Business,House,32,1,1,3,Medium,Own,1
CUST0003122,Customer_3122,35,Female,Northwest,Electricity,Small Business,House,45,1,1,6,Medium-High,Rent,1
CUST0003123,Customer_3123,52,Female,Northeast,Electricity,Residential,House,16,0,1,3,Medium-High,Own,0
CUST0003124,Customer_3124,39,Male,West,Electricity,Residential,Apartment,25,1,1,1,Medium,Rent,0
CUST0003125,Customer_3125,42,Female,West,Gas,Small Business,Mobile Home,65,0,0,2,Medium,Own,1
CUST0003126,Customer_3126,56,Male,West,Gas,Residential,Townhouse,5,1,1,5,Medium-High,Rent,0
CUST0003127,Customer_3127,18,Female,Northwest,Electricity,Small Business,Condo,28,0,1,6,Medium,Own,1
CUST0003128,Customer_3128,64,Female,Northwest,Electricity,Residential,House,15,0,1,4,High,Own,0
