customer_id,customer_name,age,gender,region,account_start_date,account_tenure_months,service_type,contract_type,dwelling_type,has_autopay,paperless_billing,family_size,income_bracket,home_ownership,churned
CUST0002923,Customer_2923,45,Female,Gulf Coast,2024-04-02,9,Water,Small Business,Apartment,1,0,3,Medium-Low,Own,0
CUST0002924,Customer_2924,47,Male,Gulf Coast,2024-08-01,5,Electricity+Gas,Residential,Mobile Home,0,0,3,Low,Rent,1
CUST0002925,Customer_2925,49,Male,Southwest,2022-04-02,33,Electricity+Gas,Commercial,Single Family,0,1,1,Medium,Own,0
CUST0002926,Customer_2926,51,Female,Southeast,2016-04-01,105,Electricity+Gas,Residential,Apartment,0,1,2,Medium,Own,1
CUST0002927,Customer_2927,46,Female,West,2021-11-01,38,Electricity,Small Business,Single Family,1,0,3,Medium-High,Rent,0
CUST0002928,Customer_2928,51,Female,Southeast,2016-03-02,106,Electricity+Water,Commercial,Townhouse,1,1,2,Medium-Low,Own,0
CUST0002929,Customer_2929,71,Female,Gulf Coast,2018-07-02,78,Electricity,Residential,Single Family,0,1,1,Low,Own,1
CUST0002930,Customer_2930,62,Male,Northeast,2023-11-01,14,Electricity+Gas,Residential,Apartment,1,0,5,Medium-Low,Own,1
CUST0002931,Customer_2931,61,Male,Southwest,2010-03-02,178,Electricity+Gas,Residential,Single Family,1,0,3,Medium-High,Own,1
CUST0002932,Customer_2932,41,Male,Northeast,2024-10-01,3,Electricity+Gas,Residential,Apartment,1,0,1,Medium-Low,Own,0
CUST0002933,Customer_2933,34,Male,Midwest,2013-08-01,137,Electricity+Water,Residential,Apartment,1,1,2,Medium-Low,Own,0
CUST0002934,Customer_2934,62,Male,Southwest,2023-04-02,21,Electricity,Residential,Single Family,1,1,1,Low,Own,0
CUST0002935,Customer_2935,61,Male,West,2021-08-01,41,Electricity+Gas,Commercial,Apartment,0,1,1,High,Own,1
CUST0002936,Customer_2936,70,Female,West,2022-05-02,32,Electricity+Gas,Residential,Single Family,0,0,1,High,Own,1
CUST0002937,Customer_2937,38,Female,Southwest,2024-02-01,11,Electricity,Commercial,Condo,0,1,2,Medium,Own,1
CUST0002938,Customer_2938,44,Male,Southeast,2022-11-01,26,Gas,Residential,Apartment,1,1,2,Medium-Low,Own,0
CUST0002939,Customer_2939,23,Female,Gulf Coast,2024-01-01,12,Water,Residential,Condo,1,1,1,Medium-High,Own,0
CUST0002940,Customer_2940,42,Male,West,2023-12-02,13,Electricity,Commercial,Single Family,0,0,1,Medium,Rent,0
CUST0002941,Customer_2941,62,Male,Northeast,2024-01-01,12,Gas,Commercial,Single Family,0,1,4,Medium-High,Own,0
CUST0002942,Customer_2942,41,Female,West,2021-09-01,40,Gas,Residential,Single Family,0,1,3,Medium-High,Rent,1
CUST0002943,Customer_2943,57,Male,Gulf Coast,2017-01-31,95,Electricity+Gas,Residential,Single Family,0,1,3,Medium-Low,Own,0
CUST0002944,Customer_2944,45,Male,Southwest,2020-10-31,50,Electricity+Water,Residential,Single Family,1,1,2,High,Own,1
CUST0002945,Customer_2945,52,Male,Southeast,2013-11-01,134,Electricity,Residential,Single Family,1,1,1,Medium-High,Rent,0
CUST0002946,Customer_2946,30,Female,Southwest,2020-01-01,60,Electricity+Gas,Commercial,Condo,0,0,3,Medium,Own,0
CUST0002947,Customer_2947,49,Female,Southeast,2019-03-03,70,Gas,Small Business,Apartment,0,1,2,Medium,Own,1
CUST0002948,Customer_2948,18,Male,West,2019-07-02,66,Electricity,Residential,Apartment,1,0,2,Medium,Rent,0
CUST0002949,Customer_2949,45,Female,Midwest,2022-01-31,35,Electricity+Water,Residential,Townhouse,0,0,5,Medium,Rent,0
CUST0002950,Customer_2950,23,Female,Gulf Coast,2019-03-03,70,Electricity,Residential,Single Family,1,0,1,Medium,Own,0
CUST0002951,Customer_2951,66,Female,Southwest,2024-09-01,4,Electricity,Small Business,Condo,0,0,3,Medium-Low,Rent,1
CUST0002952,Customer_2952,59,Female,Southeast,2015-04-02,117,Electricity+Gas,Residential,Apartment,1,0,3,Medium-Low,Rent,0
CUST0002953,Customer_2953,55,Male,West,2017-07-02,90,Electricity,Commercial,Single Family,1,1,2,Medium,Own,0
CUST0002954,Customer_2954,70,Male,Southeast,2023-09-01,16,Electricity+Gas,Small Business,Condo,0,1,5,High,Rent,1
CUST0002955,Customer_2955,33,Female,Southeast,2017-10-01,87,Water,Residential,Apartment,0,0,2,Medium-Low,Rent,0
CUST0002956,Customer_2956,74,Female,Southeast,2024-12-01,1,Electricity,Small Business,Apartment,1,1,3,Medium-Low,Own,1
CUST0002957,Customer_2957,61,Female,Northeast,2023-11-01,14,Electricity,Residential,Condo,1,1,2,Medium-High,Rent,1
CUST0002958,Customer_2958,44,Female,Gulf Coast,2024-09-01,4,Electricity,Residential,Condo,1,1,3,Low,Own,1
CUST0002959,Customer_2959,65,Female,Midwest,2017-07-02,90,Electricity,Residential,Condo,1,1,1,High,Own,0
CUST0002960,Customer_2960,31,Female,West,2018-01-01,84,Electricity,Commercial,Apartment,1,1,1,Medium,Rent,1
CUST0002961,Customer_2961,35,Female,Southeast,2016-08-31,100,Electricity+Water,Residential,Townhouse,0,0,2,High,Rent,0
CUST0002962,Customer_2962,38,Female,West,2024-12-01,1,Water,Small Business,Single Family,0,1,2,Medium-High,Rent,0
CUST0002963,Customer_2963,40,Female,Southwest,2021-08-01,41,Electricity,Residential,Condo,0,1,3,Medium-High,Own,1
CUST0002964,Customer_2964,32,Male,Midwest,2018-12-01,73,Electricity+Water,Residential,Single Family,0,0,6,Low,Rent,1
CUST0002965,Customer_2965,66,Male,Gulf Coast,2024-03-02,10,Electricity,Small Business,Apartment,1,1,3,Medium,Own,1
CUST0002966,Customer_2966,44,Female,Midwest,2019-11-01,62,Electricity+Gas,Small Business,Condo,0,1,4,Medium-Low,Rent,1
CUST0002967,Customer_2967,53,Female,Southwest,2024-08-01,5,Electricity,Residential,Condo,0,0,2,Medium-High,Rent,1
CUST0002968,Customer_2968,39,Female,Northeast,2024-01-01,12,Electricity,Residential,Mobile Home,0,1,1,Medium,Rent,0
CUST0002969,Customer_2969,20,Female,Southeast,2021-11-01,38,Water,Residential,Single Family,0,0,3,Low,Own,1
CUST0002970,Customer_2970,52,Male,Gulf Coast,2019-10-02,63,Gas,Residential,Single Family,0,0,1,Medium-Low,Rent,0
CUST0002971,Customer_2971,19,Male,West,2024-04-02,9,Electricity+Gas,Small Business,Condo,0,1,1,Low,Own,0
CUST0002972,Customer_2972,46,Female,Midwest,2024-01-01,12,Gas,Residential,Apartment,1,1,4,Medium-High,Rent,0
CUST0002973,Customer_2973,27,Male,Gulf Coast,2023-12-02,13,Electricity,Small Business,Condo,1,1,1,Medium,Own,0
CUST0002974,Customer_2974,77,Male,Midwest,2023-09-01,16,Electricity+Gas,Residential,Townhouse,1,1,2,Medium-Low,Own,1
CUST0002975,Customer_2975,61,Male,Southwest,2023-10-02,15,Water,Residential,Condo,1,0,1,Medium,Own,1
CUST0002976,Customer_2976,49,Male,Southeast,2022-07-02,30,Electricity,Residential,Townhouse,1,0,1,Low,Rent,1
CUST0002977,Customer_2977,66,Female,Southwest,2019-10-02,63,Gas,Residential,Condo,0,1,1,Medium-Low,Own,1
CUST0002978,Customer_2978,35,Male,Southeast,2022-03-03,34,Electricity+Gas,Residential,Single Family,1,0,3,Medium-Low,Own,0
CUST0002979,Customer_2979,56,Female,Southeast,2017-08-01,89,Electricity+Gas,Small Business,Mobile Home,1,1,4,High,Rent,1
CUST0002980,Customer_2980,50,Male,Gulf Coast,2018-09-01,76,Electricity+Gas,Residential,Single Family,0,0,2,Medium-Low,Own,0
CUST0002981,Customer_2981,51,Female,Northeast,2024-05-02,8,Electricity+Gas,Small Business,Single Family,1,1,2,Medium,Own,0
CUST0002982,Customer_2982,67,Male,Northeast,2024-10-01,3,Electricity+Water,Residential,Apartment,0,1,3,Medium,Rent,0
CUST0002983,Customer_2983,58,Female,Northeast,2014-07-02,126,Gas,Residential,Townhouse,0,0,3,Medium,Own,0
CUST0002984,Customer_2984,52,Female,Southeast,2024-09-01,4,Electricity+Gas,Residential,Townhouse,0,1,6,Medium-Low,Rent,0
CUST0002985,Customer_2985,23,Male,Southeast,2024-04-02,9,Electricity+Gas,Small Business,Single Family,0,1,1,Low,Own,1
CUST0002986,Customer_2986,33,Female,Northeast,2024-12-01,1,Electricity+Gas,Residential,Townhouse,1,1,1,Low,Own,0
CUST0002987,Customer_2987,46,Female,Midwest,2020-02-01,59,Gas,Residential,Condo,0,1,2,Medium-Low,Own,1
CUST0002988,Customer_2988,49,Male,Southwest,2020-09-01,52,Electricity+Gas,Residential,Apartment,1,0,3,Medium,Own,0
CUST0002989,Customer_2989,31,Male,West,2003-05-02,260,Electricity+Gas,Residential,Single Family,0,1,3,Medium-Low,Rent,1
CUST0002990,Customer_2990,84,Female,Gulf Coast,2014-03-02,130,Electricity+Gas,Residential,Apartment,0,1,3,Medium,Rent,0
CUST0002991,Customer_2991,70,Female,Southwest,2022-06-02,31,Electricity,Residential,Condo,0,1,1,Low,Own,0
CUST0002992,Customer_2992,57,Male,Northeast,2022-10-02,27,Electricity+Gas,Small Business,Condo,1,1,3,Medium,Own,0
CUST0002993,Customer_2993,49,Male,Northeast,2023-04-02,21,Electricity+Water,Residential,Single Family,1,0,4,Medium-High,Rent,0
CUST0002994,Customer_2994,44,Female,West,2024-04-02,9,Electricity+Water,Residential,Single Family,0,0,4,Low,Rent,1
CUST0002995,Customer_2995,33,Female,Southwest,2024-05-02,8,Water,Residential,Single Family,1,1,4,Medium-Low,Rent,1
CUST0002996,Customer_2996,49,Female,Northeast,2024-05-02,8,Electricity+Gas,Residential,Apartment,1,1,2,Medium-Low,Own,0
CUST0002997,Customer_2997,51,Male,Southeast,2024-06-01,7,Electricity,Residential,Apartment,0,1,1,Medium-Low,Rent,0
CUST0002998,Customer_2998,29,Female,West,2023-09-01,16,Gas,Small Business,Apartment,1,1,2,Low,Own,0
CUST0002999,Customer_2999,53,Male,Southwest,2023-04-02,21,Electricity,Residential,Townhouse,1,1,3,Low,Own,0
CUST0003000,Customer_3000,45,Male,Southwest,2008-10-01,195,Water,Commercial,Single Family,1,0,2,High,Lease,0
CUST0003001,Customer_3001,19,Female,Southeast,2020-10-01,51,Electricity,Residential,Single Family,1,1,2,Medium-High,Own,0
CUST0003002,Customer_3002,35,Other,Southwest,2003-01-31,263,Water,Residential,Single Family,0,1,3,High,Own,0
CUST0003003,Customer_3003,41,Male,West,2022-10-02,27,Water,Commercial,Single Family,0,1,4,Medium,Own,1
CUST0003004,Customer_3004,76,Male,Gulf Coast,2022-01-01,36,Electricity+Water,Small Business,Condo,0,0,4,Medium-High,Own,0
CUST0003005,Customer_3005,56,Female,West,2023-01-31,23,Water,Residential,Single Family,1,0,1,Medium-High,Own,1
CUST0003006,Customer_3006,27,Female,Southwest,2024-01-01,12,Electricity+Gas,Residential,Apartment,1,0,1,Medium-High,Own,0
CUST0003007,Customer_3007,55,Female,West,2024-04-02,9,Electricity+Gas,Residential,Single Family,1,1,1,Low,Rent,0
CUST0003008,Customer_3008,24,Female,Midwest,2010-07-02,174,Electricity,Residential,Apartment,1,0,3,Medium,Rent,0
CUST0003009,Customer_3009,64,Male,Southeast,2003-06-02,259,Electricity,Small Business,Apartment,0,1,2,Medium,Rent,0
CUST0003010,Customer_3010,40,Other,Gulf Coast,2024-11-01,2,Electricity,Residential,Single Family,0,0,3,Medium,Own,0
CUST0003011,Customer_3011,46,Female,Midwest,2024-04-02,9,Electricity,Residential,Apartment,1,0,4,Medium,Own,1
CUST0003012,Customer_3012,67,Female,Southwest,2022-04-02,33,Electricity+Water,Residential,Single Family,0,1,2,Medium-High,Rent,1
CUST0003013,Customer_3013,28,Female,Gulf Coast,2024-01-01,12,Electricity,Residential,Apartment,1,1,1,High,Own,0
CUST0003014,Customer_3014,27,Female,Gulf Coast,2022-10-02,27,Electricity+Gas,Residential,Townhouse,0,0,4,Medium-High,Rent,0
CUST0003015,Customer_3015,39,Male,Southwest,2024-05-02,8,Electricity,Residential,Apartment,0,0,1,Medium-High,Own,1
CUST0003016,Customer_3016,63,Male,Northeast,2022-01-01,36,Electricity+Water,Residential,Townhouse,0,1,2,Medium,Rent,0
CUST0003017,Customer_3017,25,Female,Southeast,2023-06-02,19,Gas,Residential,Single Family,1,0,6,Medium,Rent,1
CUST0003018,Customer_3018,18,Male,Gulf Coast,2022-11-01,26,Gas,Residential,Single Family,1,1,2,Medium,Own,0
CUST0003019,Customer_3019,41,Male,Southeast,2024-08-01,5,Gas,Commercial,Single Family,1,1,2,Medium-Low,Own,1
CUST0003020,Customer_3020,56,Female,Gulf Coast,2022-04-02,33,Water,Small Business,Single Family,1,1,1,Medium-High,Lease,1
CUST0003021,Customer_3021,66,Female,Northeast,2004-08-01,245,Electricity,Residential,Apartment,0,0,5,High,Own,0
CUST0003022,Customer_3022,41,Male,Southwest,2023-01-31,23,Water,Commercial,Apartment,0,0,8,Medium,Own,0
CUST0003023,Customer_3023,41,Female,Midwest,2014-08-01,125,Electricity+Gas,Commercial,Townhouse,0,1,1,Medium-High,Lease,1
CUST0003024,Customer_3024,65,Female,Southeast,2015-10-02,111,Electricity,Residential,Condo,0,0,2,Medium-Low,Lease,1
CUST0003025,Customer_3025,19,Female,Gulf Coast,2009-10-31,182,Electricity,Small Business,Townhouse,1,1,5,Medium,Own,0
CUST0003026,Customer_3026,42,Female,Southwest,2017-04-02,93,Water,Residential,Apartment,1,1,3,Medium-High,Own,0
CUST0003027,Customer_3027,50,Male,Southeast,2019-09-01,64,Electricity,Residential,Single Family,1,0,4,Medium-Low,Own,0
CUST0003028,Customer_3028,54,Male,Southeast,2015-05-02,116,Electricity+Water,Residential,Apartment,1,1,1,Low,Own,0
CUST0003029,Customer_3029,40,Male,West,2024-09-01,4,Electricity,Residential,Single Family,1,1,3,Medium-Low,Rent,1
CUST0003030,Customer_3030,48,Female,Southeast,2021-12-01,37,Electricity+Gas,Residential,Apartment,1,1,5,Medium-Low,Own,1
CUST0003031,Customer_3031,18,Female,Gulf Coast,2002-05-02,272,Electricity+Gas,Small Business,Condo,0,1,1,Medium-Low,Own,1
CUST0003032,Customer_3032,38,Female,Northeast,2017-09-01,88,Electricity+Gas,Residential,Apartment,1,0,5,Medium-Low,Own,0
CUST0003033,Customer_3033,54,Female,Southeast,2008-08-31,196,Electricity,Commercial,Single Family,1,0,2,High,Own,1
CUST0003034,Customer_3034,33,Female,Northeast,2017-07-02,90,Electricity+Water,Small Business,Mobile Home,1,0,5,Medium-High,Rent,1
CUST0003035,Customer_3035,48,Female,Northeast,2014-09-01,124,Water,Small Business,Single Family,0,1,3,Medium,Rent,0
CUST0003036,Customer_3036,54,Male,Southeast,2018-12-01,73,Electricity+Gas,Residential,Condo,0,0,5,Medium-High,Rent,1
CUST0003037,Customer_3037,42,Male,Gulf Coast,2017-12-01,85,Electricity+Gas,Small Business,Condo,1,1,3,Medium-Low,Rent,0
CUST0003038,Customer_3038,50,Female,Northeast,2021-05-02,44,Electricity+Gas,Residential,Apartment,0,1,1,Medium-High,Own,1
CUST0003039,Customer_3039,33,Male,Southeast,2012-03-02,154,Electricity+Water,Residential,Single Family,1,1,3,Medium,Own,1
CUST0003040,Customer_3040,44,Male,Southeast,2016-05-02,104,Electricity+Water,Residential,Mobile Home,0,1,4,Medium-High,Lease,0
CUST0003041,Customer_3041,57,Female,Southwest,2015-10-02,111,Electricity,Small Business,Townhouse,1,1,3,Medium,Rent,1
CUST0003042,Customer_3042,50,Male,West,2019-06-02,67,Electricity,Residential,Single Family,0,1,3,Medium-Low,Rent,0
CUST0003043,Customer_3043,39,Female,West,2023-04-02,21,Electricity+Water,Small Business,Apartment,1,0,2,Medium-High,Rent,1
CUST0003044,Customer_3044,51,Male,Northeast,2024-11-01,2,Electricity,Small Business,Apartment,0,1,2,Medium,Own,1
CUST0003045,Customer_3045,58,Male,Southwest,2011-05-02,164,Electricity+Water,Residential,Single Family,1,0,2,Medium-High,Rent,0
CUST0003046,Customer_3046,18,Male,Southwest,2020-09-01,52,Electricity+Gas,Residential,Single Family,0,1,1,Low,Rent,0
CUST0003047,Customer_3047,65,Female,Midwest,2023-04-02,21,Electricity,Residential,Single Family,0,0,2,Medium,Own,1
CUST0003048,Customer_3048,42,Male,Southeast,2024-04-02,9,Electricity,Residential,Single Family,1,1,5,Medium-Low,Own,1
CUST0003049,Customer_3049,54,Female,West,2016-03-02,106,Gas,Residential,Single Family,0,0,2,Medium-High,Own,0
CUST0003050,Customer_3050,65,Female,Southeast,2016-01-01,108,Water,Residential,Single Family,1,1,1,High,Rent,0
CUST0003051,Customer_3051,27,Female,Southeast,2016-08-01,101,Electricity,Residential,Single Family,0,1,1,Low,Own,0
CUST0003052,Customer_3052,37,Male,Southeast,2019-11-01,62,Electricity,Small Business,Single Family,1,0,1,Medium-High,Own,0
CUST0003053,Customer_3053,43,Male,Midwest,2022-10-02,27,Electricity+Water,Residential,Mobile Home,1,0,2,Low,Own,1
CUST0003054,Customer_3054,36,Female,Southeast,2023-04-02,21,Electricity,Commercial,Apartment,1,0,1,Medium-High,Own,0
CUST0003055,Customer_3055,74,Female,Southwest,2024-12-01,1,Electricity+Gas,Residential,Apartment,1,1,1,Low,Rent,1
CUST0003056,Customer_3056,35,Other,Gulf Coast,2016-01-31,107,Electricity+Gas,Small Business,Apartment,1,1,3,Medium-Low,Own,1
CUST0003057,Customer_3057,39,Male,Southwest,2024-08-01,5,Electricity,Residential,Single Family,1,0,1,Medium-Low,Rent,1
CUST0003058,Customer_3058,51,Female,Midwest,2020-02-01,59,Electricity,Commercial,Condo,0,1,1,Medium-High,Own,0
CUST0003059,Customer_3059,29,Male,West,2021-07-02,42,Gas,Residential,Apartment,1,1,2,Medium-Low,Rent,0
CUST0003060,Customer_3060,42,Male,West,2021-05-02,44,Electricity,Residential,Apartment,1,1,2,Medium,Rent,0
CUST0003061,Customer_3061,52,Male,Southeast,2012-01-01,156,Gas,Residential,Mobile Home,0,0,1,Medium,Rent,1
CUST0003062,Customer_3062,43,Male,Southwest,2024-12-01,1,Electricity+Gas,Residential,Townhouse,1,1,1,Medium,Rent,0
CUST0003063,Customer_3063,46,Female,West,2017-08-01,89,Electricity+Gas,Residential,Single Family,0,1,1,Medium,Own,0
CUST0003064,Customer_3064,40,Male,Southeast,2024-10-01,3,Electricity+Gas,Small Business,Mobile Home,1,0,2,Low,Lease,1
CUST0003065,Customer_3065,25,Female,Southeast,2024-11-01,2,Gas,Residential,Condo,1,1,3,Medium-High,Own,1
CUST0003066,Customer_3066,52,Male,Northeast,2022-04-02,33,Electricity,Small Business,Mobile Home,1,0,3,Medium-Low,Lease,0
CUST0003067,Customer_3067,74,Female,Gulf Coast,2024-10-01,3,Electricity,Small Business,Single Family,1,1,3,Medium-High,Own,0
CUST0003068,Customer_3068,48,Male,Northeast,2017-04-02,93,Gas,Commercial,Mobile Home,0,1,3,Medium,Own,0
CUST0003069,Customer_3069,51,Male,Northeast,2021-04-02,45,Electricity+Water,Residential,Apartment,0,1,1,Medium,Rent,1
CUST0003070,Customer_3070,58,Male,Midwest,2024-12-01,1,Electricity,Residential,Townhouse,0,1,3,Medium-Low,Rent,1
CUST0003071,Customer_3071,28,Male,Gulf Coast,2024-11-01,2,Gas,Residential,Single Family,0,1,4,Medium-Low,Own,0
CUST0003072,Customer_3072,73,Female,Southeast,2020-05-02,56,Electricity+Gas,Residential,Single Family,1,1,1,Medium,Rent,0
CUST0003073,Customer_3073,51,Male,West,2016-10-31,98,Electricity+Gas,Residential,Single Family,1,0,2,Medium-Low,Own,0
CUST0003074,Customer_3074,72,Female,West,2022-03-03,34,Electricity+Water,Residential,Apartment,0,1,5,Medium,Own,0
CUST0003075,Customer_3075,37,Male,Southwest,2020-12-31,48,Electricity,Residential,Single Family,0,1,3,Medium,Rent,0
CUST0003076,Customer_3076,75,Female,West,2016-12-31,96,Electricity,Residential,Single Family,0,0,1,Medium-Low,Own,1
CUST0003077,Customer_3077,59,Female,Northeast,2020-05-02,56,Electricity,Residential,Mobile Home,0,0,8,Medium-Low,Own,0
CUST0003078,Customer_3078,56,Male,Gulf Coast,2023-10-02,15,Electricity,Residential,Townhouse,1,1,1,High,Lease,1
CUST0003079,Customer_3079,51,Male,West,2020-05-02,56,Electricity+Gas,Residential,Apartment,0,0,1,Medium,Rent,1
CUST0003080,Customer_3080,44,Male,Gulf Coast,2020-02-01,59,Electricity+Water,Residential,Townhouse,1,1,2,Medium-High,Own,0
CUST0003081,Customer_3081,66,Female,West,2018-06-02,79,Electricity+Gas,Small Business,Apartment,1,0,3,Low,Own,1
CUST0003082,Customer_3082,50,Male,Gulf Coast,2020-03-02,58,Electricity,Small Business,Single Family,1,1,3,Low,Rent,0
CUST0003083,Customer_3083,18,Female,Southeast,2007-09-01,208,Electricity,Commercial,Apartment,0,1,2,Medium,Rent,0
CUST0003084,Customer_3084,31,Female,Southeast,2023-12-02,13,Electricity+Water,Small Business,Townhouse,0,1,1,Medium-High,Rent,0
CUST0003085,Customer_3085,45,Female,Southeast,2009-12-01,181,Gas,Residential,Single Family,1,0,4,Medium,Rent,1
CUST0003086,Customer_3086,52,Female,Northeast,2021-03-02,46,Electricity+Water,Residential,Single Family,0,1,1,Medium,Own,0
CUST0003087,Customer_3087,47,Female,West,2019-07-02,66,Electricity+Gas,Commercial,Single Family,1,1,3,Low,Own,0
CUST0003088,Customer_3088,66,Male,Northeast,2024-07-02,6,Electricity+Water,Small Business,Apartment,1,1,4,High,Rent,1
CUST0003089,Customer_3089,18,Female,Northeast,2022-09-01,28,Electricity+Water,Small Business,Single Family,0,0,1,Medium,Rent,1
CUST0003090,Customer_3090,50,Female,West,2017-09-01,88,Gas,Small Business,Townhouse,0,0,2,Low,Own,1
CUST0003091,Customer_3091,20,Male,Gulf Coast,2018-12-01,73,Water,Residential,Single Family,0,0,3,Medium,Lease,1
CUST0003092,Customer_3092,59,Female,West,2024-11-01,2,Gas,Small Business,Townhouse,1,1,1,Low,Own,0
CUST0003093,Customer_3093,46,Male,West,2021-01-31,47,Electricity,Residential,Mobile Home,1,1,1,Medium,Own,0
CUST0003094,Customer_3094,54,Female,Southwest,2024-08-01,5,Electricity,Residential,Condo,1,1,2,Medium-High,Own,0
CUST0003095,Customer_3095,35,Female,Gulf Coast,1997-08-01,329,Gas,Residential,Townhouse,0,0,1,Medium-Low,Rent,0
CUST0003096,Customer_3096,67,Male,Midwest,2013-09-01,136,Electricity,Residential,Single Family,0,1,3,Medium-Low,Own,0
CUST0003097,Customer_3097,63,Female,Gulf Coast,2024-12-01,1,Electricity,Residential,Townhouse,0,1,4,Medium,Lease,1
CUST0003098,Customer_3098,56,Male,Northeast,2015-04-02,117,Electricity+Gas,Residential,Apartment,1,1,1,Medium,Lease,1
CUST0003099,Customer_3099,46,Male,West,2012-06-01,151,Electricity+Water,Residential,Townhouse,1,1,1,Medium,Own,1
CUST0003100,Customer_3100,56,Male,Southwest,2022-11-01,26,Electricity+Gas,Residential,Condo,0,1,1,Medium,Own,0
CUST0003101,Customer_3101,37,Female,Southwest,2018-09-01,76,Gas,Residential,Single Family,0,0,4,Low,Own,0
CUST0003102,Customer_3102,60,Male,West,2022-01-31,35,Electricity,Small Business,Apartment,1,1,3,Medium,Own,0
CUST0003103,Customer_3103,72,Male,West,2019-10-02,63,Electricity,Small Business,Single Family,0,0,3,High,Own,0
CUST0003104,Customer_3104,64,Female,Gulf Coast,2023-01-01,24,Electricity+Gas,Residential,Single Family,1,1,5,Medium-High,Rent,1
CUST0003105,Customer_3105,37,Male,Northeast,2023-01-31,23,Water,Residential,Apartment,0,1,1,Medium-Low,Own,0
CUST0003106,Customer_3106,53,Male,Southeast,2022-04-02,33,Gas,Residential,Apartment,0,1,4,Medium,Lease,0
CUST0003107,Customer_3107,28,Male,Northeast,2024-04-02,9,Electricity+Gas,Residential,Apartment,0,0,2,Medium-Low,Lease,1
CUST0003108,Customer_3108,56,Male,Northeast,2016-03-02,106,Electricity+Gas,Residential,Townhouse,0,1,3,Medium-Low,Rent,1
CUST0003109,Customer_3109,54,Male,Southeast,2022-12-01,25,Electricity,Residential,Apartment,0,0,2,Medium-High,Own,1
CUST0003110,Customer_3110,19,Male,West,2022-07-02,30,Gas,Small Business,Mobile Home,0,1,3,Medium-Low,Rent,1
CUST0003111,Customer_3111,30,Other,Midwest,2013-11-01,134,Electricity+Gas,Residential,Townhouse,0,1,4,Medium-High,Own,1
CUST0003112,Customer_3112,43,Female,West,2021-08-01,41,Electricity+Gas,Residential,Mobile Home,0,0,3,Medium-Low,Rent,1
CUST0003113,Customer_3113,43,Male,Midwest,2021-01-31,47,Electricity,Residential,Townhouse,0,1,1,Medium-High,Own,0
CUST0003114,Customer_3114,29,Male,Southwest,2009-05-02,188,Electricity,Commercial,Apartment,0,1,2,Medium-Low,Own,1
CUST0003115,Customer_3115,53,Male,Northeast,2014-03-02,130,Electricity+Gas,Residential,Apartment,1,1,2,Medium,Own,0
CUST0003116,Customer_3116,51,Female,West,2024-02-01,11,Electricity,Commercial,Townhouse,1,1,1,Medium-Low,Own,1
CUST0003117,Customer_3117,45,Male,West,2021-11-01,38,Water,Commercial,Townhouse,0,1,6,Low,Rent,1
CUST0003118,Customer_3118,36,Male,Southeast,2007-04-02,213,Electricity,Small Business,Townhouse,0,1,5,Medium-High,Rent,0
CUST0003119,Customer_3119,63,Female,Southeast,2022-10-02,27,Electricity,Small Business,Townhouse,0,1,1,Medium-High,Own,0
CUST0003120,Customer_3120,72,Male,Southeast,2022-10-02,27,Electricity,Residential,Condo,1,1,1,Medium-High,Own,0
CUST0003121,Customer_3121,40,Male,West,2023-12-02,13,Electricity+Water,Residential,Single Family,0,0,3,Low,Rent,1
CUST0003122,Customer_3122,38,Female,West,2024-06-01,7,Water,Commercial,Apartment,0,0,3,Medium-High,Rent,1
CUST0003123,Customer_3123,55,Female,Southwest,2018-05-02,80,Electricity+Water,Residential,Apartment,1,0,2,Medium-High,Rent,1
CUST0003124,Customer_3124,42,Male,Southeast,2017-09-01,88,Gas,Residential,Single Family,0,0,3,Medium-Low,Rent,0
CUST0003125,Customer_3125,45,Female,Northeast,2007-09-01,208,Water,Residential,Mobile Home,1,1,1,Medium,Own,1
CUST0003126,Customer_3126,59,Male,Northeast,2017-08-01,89,Electricity+Water,Small Business,Townhouse,1,0,4,Medium,Own,0
CUST0003127,Customer_3127,19,Female,Northeast,2023-09-01,16,Gas,Residential,Single Family,1,0,1,Medium,Own,0
CUST0003128,Customer_3128,67,Female,Southeast,2024-11-01,2,Electricity+Water,Residential,Single Family,1,1,2,Medium-High,Lease,0
CUST0003129,Customer_3129,49,Female,Northeast,2003-12-01,253,Electricity+Water,Small Business,Townhouse,0,1,2,Medium,Own,0
CUST0003130,Customer_3130,41,Female,Southwest,2023-01-01,24,Electricity+Water,Residential,Single Family,1,0,1,Medium-Low,Rent,1
CUST0003131,Customer_3131,46,Female,Southeast,2023-03-03,22,Electricity+Water,Residential,Apartment,0,1,4,Low,Own,1
CUST0003132,Customer_3132,47,Female,Midwest,2013-04-01,141,Water,Residential,Single Family,1,1,5,Medium,Rent,0
CUST0003133,Customer_3133,22,Female,Southwest,2020-09-01,52,Electricity+Water,Residential,Condo,0,0,1,Low,Own,0
CUST0003134,Customer_3134,70,Male,Southwest,2023-11-01,14,Gas,Residential,Townhouse,0,0,6,Low,Own,0
CUST0003135,Customer_3135,48,Male,Southwest,2014-01-31,131,Water,Residential,Single Family,1,1,2,Medium,Own,0
CUST0003136,Customer_3136,54,Female,Southeast,1999-12-31,300,Electricity,Small Business,Condo,1,0,2,Medium,Rent,0
