customer_id,census_median_income,neighborhood_crime_index,area_avg_property_value,distance_to_service_center_miles,num_competitors_in_area,area_satisfaction_index,renewable_energy_adoption_pct,avg_outages_per_year_area
CUST0002245,65739.0,5.85,546246.0,27.7,3,4.92,19.3,3
CUST0002246,111118.0,8.43,274487.0,45.7,0,4.9,20.9,3
CUST0002247,67993.0,4.05,120545.0,37.2,1,2.36,24.3,1
CUST0002248,43952.0,3.68,251157.0,22.7,3,2.11,29.9,0
CUST0002249,39793.0,1.03,120812.0,9.5,1,2.01,23.1,2
CUST0002250,67882.0,5.19,194766.0,18.3,1,3.01,9.1,3
CUST0002251,76977.0,1.66,525706.0,17.6,1,2.97,35.3,3
CUST0002252,93829.0,4.7,105977.0,34.2,3,2.42,33.4,3
CUST0002253,62755.0,5.35,576712.0,11.7,3,3.51,30.9,3
CUST0002254,71762.0,7.69,466806.0,47.3,2,2.43,3.8,1
CUST0002255,114355.0,9.27,170995.0,30.0,2,3.5,15.1,5
CUST0002256,70520.0,3.39,310119.0,29.1,2,2.59,10.3,3
CUST0002257,47271.0,6.57,214388.0,25.7,0,3.66,28.4,2
CUST0002258,68557.0,2.1,309756.0,44.0,1,4.93,10.1,3
CUST0002259,45007.0,8.76,102125.0,8.7,4,3.75,7.2,3
CUST0002260,41947.0,9.66,350970.0,12.2,1,2.36,35.5,1
CUST0002261,114193.0,4.29,389400.0,18.5,0,2.68,16.0,3
CUST0002262,60678.0,3.22,333058.0,13.9,0,4.53,36.2,2
CUST0002263,103652.0,4.52,448178.0,16.7,1,2.1,37.6,5
CUST0002264,58345.0,3.2,274380.0,47.1,0,2.3,18.5,2
CUST0002265,68078.0,8.79,289076.0,43.7,2,4.98,6.0,5
CUST0002266,111888.0,3.2,473844.0,17.7,3,2.06,15.9,7
CUST0002267,67162.0,9.34,574665.0,26.8,1,4.38,4.8,5
CUST0002268,37579.0,1.12,238730.0,7.2,0,2.15,16.3,6
CUST0002269,65150.0,9.7,214952.0,33.0,1,4.55,0.1,3
CUST0002270,31792.0,4.16,356387.0,17.5,1,3.01,16.7,4
CUST0002271,56166.0,6.96,333241.0,30.3,1,3.29,18.1,5
CUST0002272,87268.0,9.5,285906.0,48.9,1,3.74,11.6,6
CUST0002273,110950.0,8.04,113514.0,33.1,1,4.62,9.6,2
CUST0002274,43807.0,4.83,589539.0,10.0,0,3.91,19.1,3
CUST0002275,31556.0,7.92,457701.0,21.8,3,3.39,9.7,3
CUST0002276,61531.0,9.31,372213.0,6.3,0,3.94,36.8,5
CUST0002277,116438.0,9.49,473178.0,20.0,2,3.06,35.7,4
CUST0002278,34289.0,4.88,569411.0,49.0,0,2.4,17.7,6
CUST0002279,107182.0,3.07,87576.0,32.3,1,2.18,33.8,2
CUST0002280,59163.0,2.11,213380.0,44.8,0,2.23,14.4,2
CUST0002281,87600.0,8.92,203402.0,10.8,1,4.64,26.2,2
CUST0002282,116929.0,1.93,213723.0,13.7,3,3.73,34.1,2
CUST0002283,115864.0,6.03,367709.0,4.3,4,3.92,9.3,3
CUST0002284,39899.0,8.7,300865.0,6.6,0,2.11,11.5,5
CUST0002285,116044.0,9.31,541687.0,49.1,4,3.73,24.0,1
CUST0002286,56573.0,2.5,576064.0,21.2,0,2.78,10.9,2
CUST0002287,81066.0,4.29,290446.0,15.8,3,3.05,0.4,5
CUST0002288,35063.0,5.71,300307.0,21.7,1,4.33,7.2,6
CUST0002289,82825.0,9.52,507206.0,17.4,1,4.5,16.0,4
CUST0002290,31847.0,2.32,465459.0,15.2,1,4.88,34.0,3
CUST0002291,53440.0,5.05,559428.0,40.4,1,2.77,18.3,4
CUST0002292,40063.0,4.31,410585.0,12.0,0,3.33,37.0,2
CUST0002293,90871.0,5.24,261439.0,15.8,1,2.7,3.7,4
CUST0002294,79097.0,5.02,389068.0,15.8,0,4.66,15.4,3
CUST0002295,75569.0,2.25,499392.0,32.7,0,4.11,29.9,4
CUST0002296,96515.0,7.78,480813.0,8.7,1,3.16,11.2,2
CUST0002297,102247.0,4.12,345861.0,4.8,1,2.58,30.8,3
CUST0002298,115859.0,7.4,254420.0,23.4,3,2.32,31.6,4
CUST0002299,84578.0,3.48,511927.0,30.4,3,3.18,34.5,0
CUST0002300,78403.0,1.18,449704.0,17.4,1,4.08,37.4,3
CUST0002301,118922.0,7.8,447563.0,12.8,2,2.69,0.8,2
CUST0002302,93666.0,4.61,80811.0,8.2,0,4.05,13.9,3
CUST0002303,44506.0,3.43,235101.0,27.8,3,4.35,8.7,2
CUST0002304,91575.0,8.79,583923.0,10.2,1,2.47,18.9,1
CUST0002305,56018.0,7.12,246855.0,38.6,0,3.57,10.9,2
CUST0002306,103595.0,8.84,460868.0,38.9,2,3.7,34.2,4
CUST0002307,61455.0,3.73,395725.0,8.8,2,2.53,16.0,3
CUST0002308,63809.0,4.71,265957.0,21.8,3,2.99,35.6,4
CUST0002309,50513.0,7.1,324805.0,41.6,0,4.72,39.7,3
CUST0002310,46157.0,7.32,339594.0,7.1,1,3.69,18.3,5
CUST0002311,67188.0,6.81,82153.0,20.1,2,3.28,19.2,3
CUST0002312,91621.0,9.43,395588.0,44.3,2,4.17,35.0,1
CUST0002313,55553.0,4.38,172951.0,37.9,3,3.24,20.2,3
CUST0002314,68574.0,4.92,389255.0,13.0,0,4.45,10.0,4
CUST0002315,115835.0,1.4,451793.0,4.8,2,4.27,18.6,5
CUST0002316,91333.0,2.0,162983.0,9.2,2,4.08,4.7,1
CUST0002317,102956.0,7.89,196883.0,26.1,0,3.5,1.9,2
CUST0002318,89815.0,8.11,272084.0,32.2,1,4.84,21.4,1
CUST0002319,117729.0,8.52,521494.0,29.5,1,3.54,27.5,2
CUST0002320,94899.0,6.39,491377.0,40.4,3,2.22,38.4,1
CUST0002321,105832.0,2.3,157450.0,17.2,1,2.76,36.8,2
CUST0002322,107703.0,3.09,112660.0,34.5,0,4.27,13.0,3
CUST0002323,39857.0,7.44,175998.0,7.1,0,4.4,27.8,6
CUST0002324,97821.0,4.18,185985.0,10.9,3,4.7,13.7,2
CUST0002325,112389.0,3.01,231050.0,24.9,1,4.58,8.6,1
CUST0002326,46758.0,7.35,143412.0,38.9,2,4.71,8.8,4
CUST0002327,45035.0,9.59,338421.0,48.8,1,3.94,5.8,3
CUST0002328,80072.0,3.62,288466.0,47.8,1,3.66,4.4,3
CUST0002329,91005.0,6.58,387344.0,13.3,2,3.95,6.6,2
CUST0002330,117781.0,8.3,461802.0,18.6,2,4.59,35.1,5
CUST0002331,64122.0,1.58,472285.0,36.7,2,3.84,25.4,3
CUST0002332,75692.0,3.32,154469.0,7.8,3,3.35,32.2,2
CUST0002333,68723.0,4.98,197020.0,17.9,1,3.89,27.3,3
CUST0002334,80807.0,7.67,529213.0,48.0,3,2.35,17.8,3
CUST0002335,84134.0,3.98,555603.0,39.8,3,4.7,5.0,0
CUST0002336,114331.0,8.32,184632.0,19.0,1,4.63,30.5,4
CUST0002337,39817.0,6.78,593420.0,45.8,1,4.44,8.3,7
CUST0002338,109846.0,6.44,404808.0,16.0,0,4.88,7.2,4
CUST0002339,59690.0,4.58,351909.0,23.8,1,4.05,36.3,1
CUST0002340,112665.0,6.06,459478.0,46.0,4,4.45,21.6,2
CUST0002341,55674.0,6.06,173277.0,24.8,2,2.24,13.8,2
CUST0002342,106981.0,5.67,570573.0,40.2,3,4.39,10.1,6
CUST0002343,111929.0,2.52,547686.0,21.3,1,4.85,33.1,4
CUST0002344,85517.0,6.92,321228.0,39.9,1,3.83,36.6,1
CUST0002345,111519.0,2.24,123725.0,17.5,1,4.96,13.0,5
CUST0002346,118746.0,3.23,376465.0,11.3,1,4.25,26.5,3
CUST0002347,107035.0,1.07,506967.0,10.6,1,4.74,18.3,3
CUST0002348,103432.0,8.52,178592.0,26.4,0,3.1,35.0,3
CUST0002349,52590.0,1.79,337850.0,3.3,2,2.76,37.8,2
CUST0002350,49564.0,8.6,308421.0,28.5,3,2.15,4.8,4
CUST0002351,31781.0,1.17,275845.0,34.7,0,2.13,8.7,3
CUST0002352,70864.0,8.66,540251.0,0.8,1,4.87,22.3,3
CUST0002353,83742.0,6.03,274721.0,25.9,1,4.18,27.3,4
CUST0002354,46745.0,9.67,137321.0,30.8,0,2.96,25.1,4
CUST0002355,95691.0,7.63,214323.0,28.6,0,3.06,25.7,1
CUST0002356,109750.0,8.31,407024.0,31.2,0,3.39,3.8,7
CUST0002357,56097.0,3.06,181444.0,5.6,1,2.4,11.5,3
CUST0002358,97860.0,5.17,365305.0,20.1,3,2.51,14.6,1
CUST0002359,96611.0,3.98,441898.0,36.0,3,3.96,31.6,3
CUST0002360,34965.0,8.4,106134.0,17.4,3,2.65,5.3,6
CUST0002361,111623.0,4.9,365972.0,46.4,1,2.98,0.7,1
CUST0002362,34181.0,1.8,115350.0,46.0,0,3.66,37.8,6
CUST0002363,56707.0,9.47,467317.0,4.8,3,4.51,21.5,2
CUST0002364,116429.0,3.66,435729.0,16.9,0,3.82,13.4,4
CUST0002365,95367.0,6.73,188401.0,46.0,3,2.61,4.5,3
CUST0002366,77185.0,9.47,544829.0,3.0,3,3.68,8.7,2
CUST0002367,94140.0,7.94,179514.0,29.8,3,2.47,35.5,3
CUST0002368,97696.0,8.79,381094.0,35.7,4,4.52,10.7,3
CUST0002369,55636.0,6.92,309197.0,22.2,1,4.38,15.0,3
CUST0002370,108340.0,9.48,512888.0,24.1,2,4.78,22.6,4
CUST0002371,89555.0,8.73,157750.0,21.2,1,3.14,6.6,2
CUST0002372,66768.0,5.95,410946.0,28.1,4,2.6,25.3,1
CUST0002373,94597.0,1.1,267279.0,2.5,2,2.73,31.7,3
CUST0002374,88047.0,2.21,359000.0,40.1,2,4.12,38.5,3
CUST0002375,65257.0,5.99,153905.0,6.8,2,2.5,9.5,4
CUST0002376,60704.0,1.22,465892.0,25.9,0,2.23,11.1,2
CUST0002377,93409.0,7.18,276988.0,12.3,0,4.05,1.0,5
CUST0002378,37658.0,1.43,259618.0,26.0,1,4.48,26.9,0
CUST0002379,39483.0,4.51,428685.0,37.0,0,3.13,18.8,4
CUST0002380,44945.0,2.84,436552.0,0.7,0,2.4,32.0,7
CUST0002381,82875.0,3.27,356980.0,34.6,1,2.62,15.5,4
CUST0002382,96053.0,5.01,393289.0,46.6,1,3.35,8.9,5
CUST0002383,73355.0,7.32,209337.0,42.3,4,2.97,14.2,3
CUST0002384,38887.0,7.99,252939.0,5.8,0,4.63,4.3,6
CUST0002385,43789.0,5.78,499480.0,10.4,2,3.92,5.8,3
CUST0002386,93078.0,5.68,208003.0,20.4,2,2.37,38.7,3
CUST0002387,113601.0,5.05,297042.0,38.6,0,4.78,1.1,4
CUST0002388,58169.0,9.42,242051.0,39.1,2,3.32,1.0,6
CUST0002389,54280.0,7.57,494259.0,6.9,0,3.41,37.7,3
CUST0002390,107073.0,1.7,177550.0,4.6,2,4.42,27.0,5
CUST0002391,108924.0,8.52,479227.0,35.5,0,4.58,20.2,3
CUST0002392,55531.0,7.8,416291.0,0.5,4,2.63,7.0,1
CUST0002393,93463.0,6.82,589386.0,20.8,0,2.1,16.3,2
CUST0002394,80802.0,2.49,113955.0,25.9,2,3.93,17.4,4
CUST0002395,64266.0,8.25,578142.0,1.3,0,2.78,36.0,5
CUST0002396,71635.0,3.69,510239.0,42.8,0,3.11,7.3,1
CUST0002397,32452.0,7.97,325501.0,44.9,0,4.03,8.5,4
CUST0002398,36247.0,1.08,293186.0,33.6,0,4.79,5.9,1
CUST0002399,90601.0,1.45,445425.0,17.5,2,4.23,5.2,3
CUST0002400,80408.0,9.52,362409.0,24.7,1,2.81,20.1,3
CUST0002401,70357.0,8.47,102034.0,24.9,2,3.43,6.8,2
CUST0002402,63132.0,5.22,215815.0,30.4,2,3.66,27.2,2
CUST0002403,45007.0,8.69,371512.0,6.5,3,3.61,39.3,4
CUST0002404,44150.0,2.89,305048.0,23.9,1,4.91,25.4,2
CUST0002405,44753.0,6.63,237143.0,45.8,2,4.81,33.9,1
CUST0002406,103347.0,5.36,382578.0,23.1,2,2.98,30.9,6
CUST0002407,72523.0,8.59,522231.0,38.8,2,3.54,32.6,3
CUST0002408,113032.0,1.88,590636.0,44.5,2,2.62,35.3,3
CUST0002409,113464.0,5.21,187808.0,38.5,1,3.74,14.9,0
CUST0002410,75355.0,1.98,194876.0,48.1,0,5.0,33.0,0
CUST0002411,37625.0,7.94,126311.0,27.0,0,2.86,38.3,6
CUST0002412,107543.0,9.35,231398.0,17.9,3,2.42,27.7,2
CUST0002413,75180.0,6.26,91132.0,36.4,1,2.85,8.0,3
CUST0002414,118343.0,3.14,298125.0,1.0,0,3.57,16.4,2
CUST0002415,76911.0,1.85,401354.0,44.6,0,3.12,18.2,2
CUST0002416,46136.0,8.02,170856.0,6.8,0,3.09,13.2,3
CUST0002417,101852.0,5.84,515716.0,28.3,1,3.16,9.1,2
CUST0002418,52869.0,9.43,304311.0,44.6,0,2.02,5.8,3
CUST0002419,51692.0,4.49,287518.0,11.0,0,3.84,25.1,3
CUST0002420,35566.0,8.37,421665.0,25.8,1,3.35,28.1,5
CUST0002421,103540.0,2.0,166610.0,28.3,1,3.59,3.4,3
CUST0002422,49208.0,1.72,440713.0,45.0,0,3.29,24.2,2
CUST0002423,31928.0,6.92,462452.0,15.4,2,3.14,35.0,4
CUST0002424,117039.0,4.57,155128.0,20.7,1,3.34,21.4,1
CUST0002425,65967.0,7.42,288842.0,13.5,0,4.46,14.9,4
CUST0002426,115666.0,4.37,343274.0,6.1,2,2.73,9.4,2
CUST0002427,56637.0,9.53,473533.0,8.1,0,4.12,25.7,4
CUST0002428,66110.0,2.34,558842.0,1.7,3,2.51,14.1,3
CUST0002429,69985.0,1.53,450210.0,36.3,3,4.97,3.7,4
CUST0002430,93023.0,5.01,471829.0,6.5,1,4.28,18.1,4
CUST0002431,57218.0,9.36,510853.0,1.7,1,3.98,21.0,6
CUST0002432,109154.0,7.93,506424.0,27.6,1,4.42,1.3,1
CUST0002433,82740.0,7.37,462317.0,6.6,2,3.94,15.6,5
CUST0002434,35254.0,4.41,599182.0,1.5,3,4.18,37.6,7
CUST0002435,111762.0,3.32,447018.0,48.8,0,4.78,24.4,2
CUST0002436,100096.0,4.05,595176.0,15.6,3,4.07,29.3,2
CUST0002437,65633.0,6.41,302538.0,26.8,3,3.43,22.1,3
CUST0002438,101665.0,3.87,229190.0,25.3,1,3.46,4.0,2
CUST0002439,100976.0,5.11,436997.0,43.4,0,3.3,2.3,5
CUST0002440,118633.0,6.72,86099.0,44.9,0,4.44,26.1,1
CUST0002441,103576.0,2.38,150021.0,14.4,1,4.13,35.4,3
CUST0002442,110994.0,3.83,473667.0,46.4,2,3.47,20.0,9
CUST0002443,61200.0,8.88,220243.0,35.7,1,2.45,1.4,3
CUST0002444,107348.0,3.24,259180.0,17.8,0,4.89,15.7,3
CUST0002445,100300.0,5.38,366138.0,3.5,2,3.22,16.0,6
CUST0002446,41577.0,1.93,470757.0,40.0,3,3.95,11.9,4
CUST0002447,102326.0,9.79,260034.0,20.5,0,2.56,39.9,6
CUST0002448,99185.0,8.0,257341.0,43.8,0,3.45,33.3,2
CUST0002449,81277.0,7.07,133357.0,34.3,0,2.16,29.6,3
CUST0002450,56515.0,5.23,148604.0,6.2,0,2.4,10.1,3
CUST0002451,93929.0,8.33,502900.0,33.8,3,4.41,15.1,1
CUST0002452,118929.0,1.87,232265.0,36.2,0,2.39,12.8,2
CUST0002453,109402.0,2.27,467315.0,22.5,3,2.62,27.9,7
CUST0002454,57533.0,5.07,424164.0,44.8,1,3.03,3.7,4
CUST0002455,45699.0,8.19,447210.0,14.3,0,3.25,30.2,5
CUST0002456,71193.0,4.18,205060.0,31.9,0,3.95,32.2,2
CUST0002457,100038.0,2.18,222017.0,31.4,2,2.56,14.5,4
CUST0002458,50069.0,6.03,359132.0,24.6,4,2.09,39.5,2
CUST0002459,48530.0,7.75,541203.0,10.3,1,3.97,24.8,2
CUST0002460,62526.0,9.05,257768.0,16.6,2,4.29,21.2,7
CUST0002461,63929.0,1.74,514372.0,45.3,1,4.62,24.1,1
CUST0002462,41342.0,1.52,498887.0,44.3,0,3.86,35.4,4
CUST0002463,56460.0,7.41,83890.0,20.7,1,3.54,27.2,3
CUST0002464,72557.0,1.97,277274.0,36.2,2,4.43,7.1,2
CUST0002465,39150.0,4.3,146408.0,28.6,1,2.6,18.3,2
CUST0002466,71350.0,5.23,321111.0,17.5,2,2.32,35.0,3
CUST0002467,57220.0,5.75,232725.0,18.5,0,2.81,11.6,3
CUST0002468,66338.0,8.63,340080.0,6.1,0,2.94,26.9,2
CUST0002469,73932.0,9.33,450019.0,31.8,3,3.42,2.4,2
CUST0002470,91048.0,4.83,217285.0,34.3,1,2.85,29.5,4
CUST0002471,117378.0,9.67,379231.0,46.1,1,4.71,34.4,2
CUST0002472,102021.0,4.46,393987.0,8.0,0,2.73,16.5,1
CUST0002473,62182.0,5.88,152050.0,40.7,0,2.3,13.8,1
CUST0002474,39055.0,3.71,358495.0,10.2,0,4.36,32.7,2
CUST0002475,59827.0,9.18,375336.0,36.1,1,4.55,0.2,3
CUST0002476,102401.0,5.2,263416.0,36.7,3,2.65,23.4,2
CUST0002477,111380.0,6.96,195734.0,6.9,1,2.77,37.7,1
CUST0002478,65973.0,4.54,405169.0,48.3,1,3.01,2.0,1
CUST0002479,60791.0,9.55,192489.0,35.1,3,2.97,29.0,2
CUST0002480,61722.0,5.68,183723.0,39.1,2,3.78,6.7,2
CUST0002481,112329.0,8.15,186057.0,9.3,2,3.98,35.0,2
CUST0002482,110598.0,9.26,186339.0,17.9,2,3.09,8.2,4
CUST0002483,114861.0,8.83,93228.0,15.4,1,2.17,31.2,2
CUST0002484,100837.0,9.2,413876.0,18.8,0,4.59,14.5,3
CUST0002485,86949.0,4.27,511354.0,15.2,3,2.74,9.3,5
CUST0002486,79582.0,7.2,327647.0,32.5,3,2.03,16.8,3
CUST0002487,47564.0,9.16,568592.0,15.3,0,4.1,15.9,2
CUST0002488,53633.0,3.04,534574.0,32.2,0,3.45,21.4,3
CUST0002489,114941.0,4.77,153261.0,17.0,3,2.98,34.1,4
CUST0002490,109539.0,8.24,362551.0,22.3,1,3.15,7.5,5
CUST0002491,31488.0,2.42,478521.0,28.2,3,4.85,10.3,1
CUST0002492,79569.0,6.95,482156.0,23.9,0,3.86,20.9,2
CUST0002493,55867.0,3.82,434418.0,37.1,2,2.63,39.3,3
CUST0002494,114960.0,2.26,108481.0,36.7,1,2.06,19.3,4
CUST0002495,91903.0,9.55,194309.0,28.8,4,3.82,34.8,2
CUST0002496,37322.0,3.21,200646.0,27.6,1,3.91,37.9,3
CUST0002497,90916.0,9.14,281444.0,14.0,2,2.87,15.8,2
CUST0002498,111334.0,1.11,299536.0,20.5,0,2.42,17.9,1
CUST0002499,109585.0,7.9,290971.0,27.1,2,4.47,0.5,0
CUST0002500,59655.0,5.63,523811.0,22.4,1,3.08,32.9,1
CUST0002501,39873.0,4.63,355429.0,26.2,3,3.39,38.0,2
CUST0002502,69758.0,2.02,305990.0,9.0,0,3.53,18.0,1
CUST0002503,44652.0,6.82,484224.0,26.6,0,4.81,24.3,4
CUST0002504,50587.0,1.65,270582.0,30.4,0,3.28,8.7,3
CUST0002505,64507.0,6.42,585732.0,13.1,0,2.0,24.7,4
CUST0002506,103248.0,7.45,577229.0,11.4,2,3.94,38.4,2
CUST0002507,48388.0,7.47,546619.0,40.1,4,2.01,29.3,4
CUST0002508,113766.0,4.36,598580.0,41.4,0,3.22,25.5,4
CUST0002509,95256.0,3.02,419420.0,9.8,0,2.06,37.3,5
CUST0002510,106337.0,8.15,129760.0,49.4,1,4.83,14.6,2
CUST0002511,94584.0,6.57,359304.0,39.3,2,2.92,2.9,2
CUST0002512,47670.0,3.71,228670.0,1.4,1,3.93,30.5,0
CUST0002513,37729.0,1.55,310368.0,28.7,1,3.49,5.6,3
CUST0002514,45313.0,9.13,120174.0,19.3,2,2.99,39.4,4
CUST0002515,37427.0,9.66,308680.0,5.8,1,3.5,34.8,5
CUST0002516,56853.0,3.99,349529.0,4.8,3,2.42,23.7,1
CUST0002517,119909.0,5.29,594954.0,44.6,2,3.01,16.3,1
CUST0002518,55287.0,8.18,348885.0,2.1,1,3.33,38.8,4
CUST0002519,68650.0,4.39,107585.0,4.5,3,2.68,15.7,3
CUST0002520,65449.0,2.93,522919.0,39.5,3,2.22,11.1,2
CUST0002521,88968.0,2.36,254679.0,28.5,3,2.29,18.8,3
CUST0002522,52806.0,3.34,441495.0,33.9,0,3.99,10.0,4
CUST0002523,54480.0,6.41,239876.0,13.9,2,2.85,18.4,5
CUST0002524,57325.0,6.52,288346.0,15.7,1,3.53,32.4,2
CUST0002525,89583.0,5.65,319392.0,11.7,2,3.78,1.3,5
CUST0002526,62866.0,8.01,555763.0,5.5,0,2.37,12.9,3
CUST0002527,79216.0,3.0,325352.0,14.1,0,4.67,9.9,3
CUST0002528,67850.0,3.46,585479.0,14.6,2,2.31,19.2,5
CUST0002529,64141.0,2.73,405299.0,13.0,0,3.9,5.4,4
CUST0002530,66006.0,9.13,405174.0,42.5,2,2.43,7.0,2
CUST0002531,39231.0,6.53,233290.0,22.9,2,4.35,6.2,6
CUST0002532,79241.0,1.26,301199.0,13.3,0,2.99,26.6,4
CUST0002533,87297.0,9.3,150477.0,16.5,2,4.19,13.2,2
CUST0002534,55255.0,3.9,439515.0,22.5,3,2.72,10.3,0
CUST0002535,51970.0,7.61,400406.0,44.9,4,4.94,28.1,4
CUST0002536,35865.0,9.27,221771.0,22.9,0,2.79,16.5,7
CUST0002537,80469.0,8.61,225118.0,42.5,0,4.75,6.3,4
CUST0002538,73618.0,4.26,582711.0,30.5,3,3.5,31.0,8
CUST0002539,114921.0,6.21,444899.0,38.7,1,2.65,11.9,2
CUST0002540,111775.0,3.03,349431.0,32.2,1,2.06,27.7,3
CUST0002541,108963.0,8.04,382329.0,5.2,1,4.97,0.5,2
CUST0002542,102670.0,9.14,492954.0,9.6,4,4.61,34.8,3
CUST0002543,112016.0,3.44,203295.0,39.8,1,3.06,11.9,2
CUST0002544,111398.0,5.01,230496.0,42.0,0,2.89,1.4,5
CUST0002545,44471.0,3.58,562586.0,17.2,0,2.64,20.6,4
CUST0002546,106525.0,7.44,470148.0,34.1,0,4.78,33.8,2
CUST0002547,104597.0,1.33,81273.0,22.3,0,2.55,30.7,1
CUST0002548,63809.0,1.11,530222.0,39.0,0,3.87,2.8,4
CUST0002549,110067.0,4.35,286324.0,7.1,3,4.36,0.1,2
CUST0002550,78030.0,4.08,314478.0,39.4,0,2.11,6.9,2
CUST0002551,82564.0,6.66,403233.0,17.0,3,2.88,27.8,3
CUST0002552,107147.0,9.22,97421.0,12.4,0,4.07,26.8,1
CUST0002553,93714.0,5.94,132637.0,13.6,1,3.13,20.4,4
CUST0002554,64918.0,1.46,148729.0,26.4,4,2.4,6.7,4
CUST0002555,107142.0,7.98,444218.0,42.2,1,3.56,30.8,4
CUST0002556,111152.0,7.23,595329.0,34.6,0,2.66,1.2,2
CUST0002557,52714.0,1.44,511643.0,45.0,3,4.46,19.7,4
CUST0002558,67646.0,5.2,200431.0,29.1,0,2.76,0.3,6
CUST0002559,30579.0,5.99,415904.0,6.8,3,2.9,8.9,3
CUST0002560,30185.0,8.8,425685.0,17.3,1,3.53,7.3,1
CUST0002561,67004.0,5.22,471325.0,42.0,1,3.31,12.2,6
CUST0002562,86441.0,8.63,371268.0,23.7,0,2.89,35.1,1
CUST0002563,52714.0,4.84,434080.0,21.7,1,3.65,2.9,3
CUST0002564,97930.0,5.47,437825.0,49.9,1,3.96,10.7,5
CUST0002565,113002.0,9.0,477935.0,35.8,0,3.11,8.6,1
CUST0002566,108024.0,1.42,437525.0,6.7,2,3.85,37.6,2
CUST0002567,33438.0,1.28,161299.0,41.4,3,4.47,25.2,3
CUST0002568,45666.0,6.97,581945.0,6.8,2,3.74,17.4,1
CUST0002569,45272.0,9.25,271340.0,43.0,2,4.06,17.3,2
CUST0002570,63479.0,2.16,300211.0,27.9,2,2.04,22.7,0
CUST0002571,66059.0,2.92,472105.0,48.1,3,2.97,34.7,6
CUST0002572,35391.0,4.97,434784.0,34.4,2,4.46,23.1,2
CUST0002573,84702.0,5.1,269302.0,23.4,1,4.68,10.1,6
CUST0002574,64973.0,7.22,311280.0,27.6,1,4.49,5.7,4
CUST0002575,96111.0,9.67,136197.0,33.6,3,2.14,29.3,3
CUST0002576,77532.0,1.48,235941.0,5.3,1,3.56,21.6,4
CUST0002577,88213.0,4.89,250256.0,31.4,1,3.97,30.2,2
CUST0002578,46235.0,8.84,490523.0,47.3,0,3.06,30.3,1
CUST0002579,43501.0,8.13,293038.0,36.9,0,4.71,15.7,2
CUST0002580,85726.0,6.77,438058.0,34.3,2,3.52,26.0,6
CUST0002581,116770.0,7.72,329712.0,22.8,2,4.58,30.9,1
CUST0002582,103564.0,9.49,274248.0,1.3,0,4.52,14.6,1
CUST0002583,47310.0,7.06,527948.0,17.2,2,2.98,32.8,1
CUST0002584,76773.0,4.84,456826.0,12.6,3,4.66,14.1,1
CUST0002585,116928.0,2.7,522183.0,3.7,0,3.72,32.2,2
CUST0002586,63224.0,5.07,327397.0,36.6,1,2.38,28.8,4
CUST0002587,82834.0,2.71,170113.0,40.5,0,3.38,9.6,5
CUST0002588,94462.0,8.97,221620.0,36.0,0,3.08,15.5,1
CUST0002589,109026.0,7.4,481135.0,14.4,0,3.63,21.3,3
CUST0002590,31231.0,9.18,449055.0,39.5,1,4.58,8.2,2
CUST0002591,93249.0,4.06,111529.0,34.8,2,4.35,30.3,2
CUST0002592,68186.0,2.54,373255.0,49.5,0,3.71,33.1,4
CUST0002593,46033.0,3.72,525780.0,14.6,3,4.28,19.1,7
CUST0002594,67833.0,9.42,151615.0,48.9,1,4.85,19.7,4
CUST0002595,33636.0,3.84,398420.0,29.2,2,4.68,32.3,2
CUST0002596,41377.0,7.68,232199.0,9.3,0,2.4,17.6,1
CUST0002597,62375.0,4.7,515586.0,14.3,0,3.23,18.6,3
CUST0002598,108752.0,3.26,94313.0,46.7,0,3.71,2.6,4
CUST0002599,113690.0,5.37,303126.0,43.7,4,4.97,15.7,4
CUST0002600,43918.0,3.4,331513.0,37.2,2,2.39,7.4,4
CUST0002601,97256.0,6.11,463397.0,44.4,0,4.53,36.0,4
CUST0002602,37542.0,7.4,216922.0,30.9,1,3.89,17.3,3
CUST0002603,32506.0,9.48,408302.0,16.4,2,2.89,38.6,3
CUST0002604,100127.0,2.05,438524.0,15.3,0,4.41,30.3,1
CUST0002605,85295.0,5.99,153689.0,10.9,4,4.55,12.6,2
CUST0002606,65753.0,7.55,371167.0,14.6,0,2.16,20.7,3
CUST0002607,35493.0,4.06,564387.0,29.6,0,2.52,31.9,2
CUST0002608,44554.0,4.8,427670.0,11.2,0,3.19,37.3,1
CUST0002609,47776.0,3.91,412107.0,17.1,1,4.77,36.3,4
CUST0002610,92729.0,1.29,530899.0,14.8,2,2.38,21.5,6
CUST0002611,92573.0,8.14,411825.0,10.3,1,3.66,34.4,2
CUST0002612,35048.0,4.91,305083.0,10.5,1,2.62,39.5,6
CUST0002613,48925.0,9.84,413351.0,38.7,0,2.68,14.0,8
CUST0002614,68102.0,9.15,119225.0,21.4,1,4.04,39.1,2
CUST0002615,108386.0,4.17,339832.0,39.0,0,3.06,36.4,3
CUST0002616,95642.0,1.4,100535.0,24.9,3,4.53,33.8,5
CUST0002617,56321.0,7.13,523330.0,40.6,1,2.38,33.5,1
CUST0002618,38292.0,4.36,122521.0,27.5,0,4.28,16.2,4
CUST0002619,67192.0,4.46,542016.0,18.6,4,4.88,24.3,4
