cust_id,contact_date,contact_channel,sat_score,call_duration_mins,issue_resolved
C00431,2023-04-01,Web Chat,4,17,1
C00432,2023-12-09,Phone,4,42,1
C00432,2024-09-07,Email,5,19,1
C00432,2023-07-27,Phone,3,37,1
C00433,2024-04-13,Email,3,11,1
C00433,2024-08-15,Web Chat,3,18,1
C00434,2024-09-28,Web Chat,2,14,1
C00434,2023-12-02,Email,5,9,1
C00434,2023-05-25,Email,4,12,1
C00434,2024-01-15,Phone,5,57,0
C00434,2023-12-22,Email,2,16,1
C00435,2024-07-04,Phone,4,26,0
C00435,2023-10-08,Phone,1,52,1
C00435,2023-03-10,Phone,2,27,1
C00435,2023-12-07,Web Chat,3,18,1
C00436,2024-02-13,Email,5,16,0
C00436,2023-10-27,Web Chat,5,4,1
C00436,2024-08-23,Email,2,13,1
C00437,2024-11-18,Phone,5,55,1
C00437,2024-10-16,Phone,4,39,1
C00438,2024-04-13,Web Chat,4,4,1
C00438,2023-08-24,Phone,5,43,1
C00438,2023-12-24,Web Chat,5,5,0
C00438,2023-10-23,Email,4,10,1
C00438,2024-01-07,Email,5,19,1
C00438,2024-07-24,Web Chat,2,7,1
C00439,2024-01-12,Phone,4,15,1
C00439,2023-03-15,Email,3,19,1
C00440,2023-06-06,Web Chat,2,19,1
C00440,2023-12-06,Email,2,12,1
C00440,2024-01-18,Phone,4,32,1
C00440,2024-08-25,Web Chat,3,5,0
C00441,2024-04-09,Web Chat,4,6,1
C00441,2024-05-25,Email,5,11,1
C00441,2024-03-22,Phone,4,56,1
C00442,2024-03-20,Email,5,5,0
C00442,2024-05-11,Email,4,14,1
C00442,2024-05-10,Phone,2,59,0
C00442,2024-05-03,Web Chat,5,5,0
C00443,2023-05-09,Email,2,11,1
C00443,2024-03-19,Web Chat,5,5,1
C00444,2024-11-25,Phone,3,25,1
C00444,2023-07-06,Email,5,18,1
C00444,2023-12-16,Email,3,13,1
C00445,2024-07-05,Phone,4,46,1
C00445,2023-03-01,Phone,5,58,1
C00445,2023-09-23,Web Chat,2,19,1
C00445,2024-06-08,Phone,4,29,0
C00446,2024-08-10,Web Chat,1,12,0
C00446,2024-01-11,Email,5,17,1
C00446,2023-06-21,Email,4,18,1
C00446,2024-02-18,Email,5,19,1
C00447,2023-04-21,Email,2,10,0
C00447,2023-12-02,Email,3,19,1
C00447,2023-03-10,Phone,2,15,1
C00447,2023-05-16,Email,2,8,1
C00448,2024-02-24,Web Chat,3,8,0
C00448,2024-10-26,Web Chat,4,7,1
C00448,2023-08-26,Email,3,18,1
C00449,2024-12-21,Web Chat,3,5,1
C00449,2023-01-06,Phone,4,28,1
C00449,2024-03-22,Email,2,8,0
C00449,2024-09-03,Web Chat,4,3,1
C00450,2023-12-22,Phone,2,53,1
C00451,2024-12-20,Phone,5,57,1
C00451,2024-10-08,Web Chat,3,8,1
C00452,2023-08-08,Phone,2,50,1
C00452,2024-09-28,Web Chat,4,19,0
C00452,2024-04-01,Web Chat,3,4,1
C00452,2023-03-18,Phone,2,15,1
C00453,2024-04-17,Email,4,3,1
C00453,2023-02-28,Email,4,14,1
C00453,2023-05-21,Phone,5,18,1
C00453,2023-03-09,Email,3,3,1
C00453,2024-06-21,Email,5,17,1
C00453,2024-12-09,Email,3,10,0
C00454,2023-01-20,Phone,5,25,0
C00454,2024-04-23,Web Chat,3,6,0
C00455,2023-05-04,Web Chat,3,12,1
C00455,2023-10-03,Email,3,13,1
C00455,2024-10-15,Web Chat,5,18,1
C00455,2023-11-23,Email,1,6,1
C00455,2024-05-23,Email,5,3,1
C00455,2024-05-10,Email,4,16,1
C00455,2024-10-27,Web Chat,3,16,1
C00456,2024-05-19,Email,5,13,0
C00456,2024-09-26,Email,5,8,1
C00457,2023-12-04,Web Chat,5,10,0
C00457,2024-02-20,Email,4,18,1
C00457,2024-08-20,Phone,1,32,1
C00457,2024-12-24,Email,3,10,1
C00458,2024-12-06,Web Chat,3,10,1
C00458,2023-06-12,Email,5,9,1
C00458,2023-05-11,Web Chat,5,19,1
C00458,2024-08-27,Phone,3,49,1
C00459,2023-10-09,Email,5,19,1
C00459,2023-04-20,Email,4,12,1
C00459,2023-11-13,Email,2,5,1
C00460,2024-07-18,Phone,2,55,1
C00460,2024-10-18,Email,4,12,0
C00460,2023-09-24,Web Chat,4,15,1
C00460,2024-04-11,Phone,5,37,0
C00461,2024-10-19,Web Chat,2,19,1
C00461,2024-06-24,Email,2,10,1
C00461,2024-04-06,Web Chat,3,16,1
C00461,2024-11-25,Phone,3,51,1
C00461,2023-10-24,Phone,5,47,0
C00461,2023-10-02,Phone,4,55,1
C00462,2024-06-26,Phone,3,47,1
C00462,2023-06-04,Phone,4,56,0
C00462,2023-05-05,Phone,5,30,1
C00462,2024-10-09,Phone,1,53,1
C00463,2024-10-05,Email,4,11,1
C00463,2024-05-18,Phone,3,18,1
C00464,2024-01-05,Phone,2,57,1
C00464,2024-07-08,Web Chat,4,6,1
C00464,2023-05-03,Phone,1,34,0
C00465,2024-11-27,Phone,2,19,1
C00465,2023-06-12,Phone,3,27,1
C00466,2023-10-09,Phone,5,33,1
C00467,2023-01-16,Web Chat,4,6,1
C00468,2024-02-27,Phone,1,57,1
C00468,2024-09-21,Web Chat,4,13,1
C00468,2023-07-18,Email,5,6,1
C00468,2023-03-18,Web Chat,5,10,1
C00468,2023-04-07,Phone,4,17,1
C00469,2023-12-17,Phone,5,17,1
C00470,2023-05-18,Web Chat,4,18,0
C00470,2023-01-28,Web Chat,3,19,1
C00470,2023-12-20,Email,4,13,0
C00470,2023-09-26,Web Chat,3,19,1
C00471,2024-03-18,Email,3,12,0
C00472,2024-09-05,Web Chat,5,4,0
C00472,2024-01-11,Phone,4,41,1
C00472,2024-09-18,Web Chat,2,10,1
C00472,2023-01-02,Phone,5,48,1
C00473,2024-07-02,Phone,3,44,1
C00473,2024-08-16,Web Chat,3,10,1
C00473,2023-08-07,Phone,5,48,1
C00473,2023-09-06,Phone,3,44,1
C00474,2024-10-12,Web Chat,2,6,1
C00474,2024-12-02,Phone,3,42,1
C00475,2024-03-14,Phone,3,53,1
C00475,2023-05-08,Phone,5,40,0
C00476,2024-08-23,Web Chat,3,9,1
C00476,2024-08-20,Phone,5,18,1
C00476,2023-06-02,Phone,2,16,1
C00477,2024-11-12,Email,4,5,0
C00477,2024-04-12,Web Chat,4,12,1
C00478,2024-04-28,Phone,4,42,0
C00478,2023-05-13,Phone,4,19,1
C00478,2023-01-23,Phone,3,16,1
C00479,2024-02-28,Web Chat,4,8,1
C00479,2024-02-03,Phone,4,46,1
C00479,2023-08-27,Email,3,14,1
C00479,2024-12-15,Email,3,6,1
C00480,2023-02-27,Web Chat,4,3,1
C00480,2024-10-28,Web Chat,2,15,0
C00481,2024-09-14,Phone,4,18,1
C00481,2023-08-16,Email,3,19,0
C00482,2024-04-25,Phone,3,34,1
C00483,2024-03-16,Web Chat,2,6,1
C00483,2024-07-23,Email,5,9,1
C00483,2023-04-12,Web Chat,4,4,1
C00484,2023-05-15,Web Chat,3,18,1
C00484,2024-08-16,Phone,3,35,1
C00484,2024-01-06,Email,5,14,1
C00484,2023-11-23,Email,4,3,1
C00485,2023-12-07,Web Chat,4,7,1
C00485,2024-01-04,Web Chat,2,10,0
C00485,2023-06-11,Web Chat,2,3,1
C00486,2024-01-13,Phone,4,25,1
C00486,2024-05-23,Email,4,19,0
C00486,2023-05-04,Phone,2,38,1
C00487,2023-05-23,Web Chat,4,6,0
C00487,2024-05-21,Phone,3,21,1
C00487,2024-12-15,Phone,4,39,1
C00487,2023-10-19,Phone,2,51,1
C00488,2023-12-14,Phone,3,41,1
C00489,2023-07-27,Email,3,19,1
C00489,2023-06-10,Phone,1,52,0
C00489,2023-01-09,Web Chat,2,13,0
C00490,2023-09-05,Web Chat,4,4,1
C00490,2023-06-02,Phone,5,44,0
C00490,2024-07-16,Web Chat,3,13,1
C00490,2023-06-21,Phone,3,29,1
C00491,2023-06-04,Web Chat,2,5,1
C00491,2024-01-11,Phone,3,47,1
C00491,2023-10-24,Phone,4,24,0
C00491,2024-03-18,Phone,3,45,1
C00491,2023-08-21,Email,3,7,1
C00491,2024-07-19,Phone,5,26,1
C00491,2023-05-08,Phone,4,27,1
C00491,2024-07-22,Email,2,17,1
C00491,2024-03-09,Web Chat,3,16,1
C00491,2024-09-03,Web Chat,1,16,1
C00492,2024-09-19,Email,5,11,1
C00492,2023-08-06,Web Chat,3,5,1
C00493,2023-07-24,Email,3,14,1
C00493,2024-08-08,Web Chat,5,19,1
C00493,2024-03-16,Web Chat,3,14,1
C00493,2023-05-23,Email,3,6,1
C00494,2024-09-11,Phone,3,17,1
C00494,2023-03-24,Email,4,14,1
C00495,2023-08-25,Email,3,4,1
C00495,2023-03-10,Email,5,16,1
C00496,2024-08-25,Web Chat,4,15,1
C00496,2024-07-27,Phone,3,17,0
C00497,2023-04-15,Web Chat,2,14,1
C00497,2024-01-13,Phone,2,40,1
C00498,2023-04-22,Web Chat,5,18,0
C00498,2024-10-08,Web Chat,3,7,0
C00498,2023-05-16,Email,5,16,0
C00498,2023-07-01,Email,4,12,1
C00499,2024-09-06,Phone,3,25,1
C00499,2023-12-28,Phone,2,36,1
C00499,2024-03-27,Phone,4,16,1
C00500,2023-03-16,Phone,3,18,1
C00500,2023-04-07,Email,5,7,1
C00500,2023-06-07,Email,3,17,1
C00500,2024-02-26,Web Chat,1,4,1
C00501,2024-01-08,Phone,4,52,1
C00501,2023-01-05,Web Chat,2,17,1
C00501,2024-11-25,Email,2,15,0
C00502,2023-04-03,Phone,2,42,1
C00502,2024-11-01,Web Chat,1,19,0
C00502,2023-09-22,Web Chat,2,6,1
C00502,2024-07-16,Email,1,4,0
C00503,2023-09-25,Phone,4,21,0
C00503,2023-09-13,Web Chat,4,13,1
C00503,2024-10-12,Web Chat,3,17,0
C00503,2023-05-19,Phone,4,38,1
C00504,2024-06-09,Email,2,4,1
C00504,2024-05-16,Web Chat,4,13,1
C00504,2023-10-02,Email,4,8,1
C00505,2024-03-01,Web Chat,5,8,0
C00505,2024-07-11,Web Chat,4,19,1
C00505,2023-02-05,Web Chat,5,12,1
C00505,2023-01-10,Web Chat,3,10,1
C00505,2023-12-19,Phone,4,59,0
C00506,2024-08-14,Web Chat,2,3,1
C00507,2024-07-22,Email,3,10,1
C00507,2023-04-02,Web Chat,4,14,1
C00507,2024-09-05,Email,5,16,1
C00508,2023-04-12,Email,2,11,1
C00508,2023-01-02,Email,2,15,0
C00508,2023-07-28,Web Chat,4,19,1
C00509,2024-08-05,Email,5,8,1
C00509,2024-12-15,Email,4,14,1
C00510,2023-12-28,Email,5,17,1
C00510,2023-07-03,Email,4,8,0
C00510,2024-10-11,Email,5,8,1
C00510,2024-09-17,Email,2,8,0
C00511,2024-02-05,Web Chat,5,16,1
C00512,2024-01-20,Web Chat,1,5,1
C00512,2024-02-06,Phone,4,35,1
C00512,2024-04-12,Phone,3,54,1
C00513,2023-04-12,Web Chat,2,17,1
C00514,2023-05-03,Phone,3,17,1
C00514,2024-11-01,Phone,4,43,1
C00514,2023-10-23,Web Chat,4,7,0
C00514,2024-10-07,Email,5,12,0
C00515,2023-01-26,Email,5,9,1
C00516,2023-08-26,Email,3,17,0
C00516,2023-02-13,Email,3,19,1
C00516,2024-10-19,Email,1,9,1
C00517,2024-02-05,Email,4,3,1
C00517,2023-03-23,Email,5,18,1
C00517,2023-01-04,Email,4,19,0
C00518,2023-02-05,Email,4,6,1
C00518,2024-07-10,Phone,4,36,1
C00518,2023-01-13,Phone,3,26,1
C00519,2023-09-03,Web Chat,5,12,1
C00519,2024-06-11,Email,5,12,1
C00520,2023-09-28,Email,5,18,0
C00520,2024-12-18,Phone,4,45,0
C00521,2024-08-19,Phone,5,45,1
C00521,2024-02-21,Email,4,11,1
C00521,2024-09-10,Email,4,19,1
C00521,2023-09-01,Web Chat,3,3,1
C00522,2023-01-03,Phone,3,39,1
C00522,2023-08-16,Email,3,17,0
C00522,2024-08-25,Email,3,18,0
C00523,2023-10-22,Phone,4,26,1
C00523,2024-06-09,Email,3,5,1
C00524,2023-10-02,Web Chat,2,18,1
C00524,2023-09-20,Phone,4,53,1
C00524,2024-08-10,Phone,1,42,1
C00524,2024-12-05,Web Chat,3,4,1
C00525,2023-03-03,Phone,1,26,1
C00525,2023-11-01,Phone,2,17,1
C00525,2024-06-19,Phone,2,44,1
C00526,2023-01-08,Phone,4,54,1
C00526,2024-01-19,Email,4,15,1
C00527,2023-02-20,Email,3,5,1
C00527,2023-02-11,Phone,5,51,1
C00527,2024-03-02,Email,3,14,0
C00527,2024-01-21,Email,4,11,1
C00528,2024-10-20,Phone,3,21,0
C00528,2024-04-23,Phone,2,24,1
C00528,2024-10-03,Email,4,19,1
C00529,2024-05-20,Email,4,9,1
C00529,2024-08-11,Phone,3,23,1
C00529,2024-06-21,Email,4,11,0
C00529,2024-09-15,Web Chat,4,18,1
C00530,2023-05-05,Email,5,8,1
C00530,2023-01-18,Phone,4,20,1
C00530,2023-10-06,Phone,1,15,1
C00530,2023-12-13,Email,4,17,1
C00530,2023-08-11,Web Chat,4,18,0
C00531,2024-10-02,Web Chat,4,8,1
C00531,2024-11-26,Email,4,10,1
C00532,2024-10-13,Email,3,10,1
C00532,2024-02-11,Email,5,9,0
C00532,2023-02-03,Phone,3,28,1
C00533,2024-07-05,Email,4,17,1
C00533,2023-08-07,Web Chat,3,12,1
C00533,2024-10-09,Phone,4,54,1
C00533,2024-05-26,Email,2,5,1
C00534,2023-07-05,Phone,3,32,1
C00534,2024-04-19,Phone,5,59,0
C00534,2024-01-12,Email,1,3,0
C00535,2024-02-26,Web Chat,5,17,1
C00535,2024-05-07,Email,5,5,1
C00535,2023-07-06,Web Chat,3,6,1
C00535,2023-05-07,Email,3,9,1
C00536,2024-01-21,Phone,4,59,1
C00536,2023-08-06,Phone,5,36,1
C00536,2024-12-03,Web Chat,5,13,1
C00536,2024-10-15,Email,2,13,0
C00536,2024-04-13,Phone,5,44,0
C00537,2024-05-24,Email,5,3,1
C00537,2023-11-22,Email,5,15,1
C00537,2024-05-03,Phone,4,57,1
C00538,2024-02-27,Email,3,19,1
C00538,2023-02-11,Web Chat,4,8,1
C00538,2024-03-22,Phone,3,22,1
C00539,2023-03-28,Email,2,7,0
C00539,2024-03-22,Web Chat,4,13,1
C00539,2023-01-09,Email,4,7,0
C00539,2023-05-20,Web Chat,4,10,1
C00539,2024-09-24,Web Chat,3,12,1
C00540,2024-02-13,Email,5,16,0
C00540,2024-01-17,Web Chat,3,3,1
C00540,2023-09-05,Phone,5,52,1
C00540,2024-04-09,Web Chat,3,4,1
C00540,2023-03-07,Phone,4,38,1
C00541,2023-05-10,Web Chat,3,7,1
C00541,2023-03-15,Email,2,5,1
C00541,2023-02-28,Email,4,9,1
C00541,2023-06-13,Web Chat,4,9,1
C00542,2024-09-24,Email,4,8,1
C00543,2024-10-18,Web Chat,3,18,1
C00543,2023-10-01,Phone,2,43,1
C00544,2023-05-13,Email,5,11,1
C00544,2023-04-10,Web Chat,4,17,1
C00544,2023-03-15,Email,4,7,1
C00545,2023-03-16,Phone,3,32,1
C00545,2024-07-05,Phone,3,43,1
C00545,2024-02-18,Email,5,11,1
C00545,2024-08-26,Email,2,5,0
C00546,2023-09-17,Email,2,3,1
C00546,2023-12-05,Phone,3,22,1
C00546,2024-09-12,Phone,5,49,1
C00546,2023-11-21,Email,4,16,1
C00547,2024-11-25,Web Chat,3,3,0
C00547,2024-03-13,Phone,2,39,1
C00547,2024-02-11,Email,3,4,1
C00547,2024-10-01,Web Chat,5,7,1
C00547,2024-08-08,Email,3,3,1
C00548,2023-06-04,Email,4,10,1
C00548,2024-08-08,Web Chat,3,17,1
C00549,2023-06-27,Email,3,4,1
C00550,2024-05-19,Web Chat,5,9,1
C00550,2024-03-24,Email,2,17,1
C00550,2023-03-26,Web Chat,1,10,1
C00550,2023-10-03,Phone,2,38,1
C00551,2023-04-16,Phone,2,44,1
C00551,2023-08-13,Email,3,19,0
C00551,2024-03-13,Web Chat,1,19,1
C00551,2023-05-09,Web Chat,3,9,1
C00552,2024-11-14,Phone,4,35,1
C00552,2023-04-05,Web Chat,2,7,1
C00552,2023-05-14,Web Chat,5,18,1
C00552,2023-07-17,Web Chat,4,16,1
C00553,2024-01-21,Phone,4,58,1
C00553,2024-08-25,Phone,5,32,1
C00554,2023-09-04,Email,3,16,1
C00554,2024-02-11,Web Chat,3,9,0
C00555,2023-01-12,Email,4,15,1
C00555,2023-08-14,Phone,5,19,1
C00555,2024-03-16,Email,3,17,0
C00556,2024-09-18,Web Chat,3,10,1
C00556,2023-08-14,Phone,1,29,1
C00556,2023-07-25,Email,4,5,1
C00557,2023-02-27,Phone,4,56,1
C00557,2024-08-22,Web Chat,3,8,1
C00557,2024-08-21,Email,5,3,0
C00557,2024-08-05,Phone,5,35,1
C00557,2023-09-18,Web Chat,3,8,1
C00558,2023-03-28,Email,3,19,1
C00558,2024-11-01,Email,2,9,1
C00558,2023-08-06,Web Chat,3,10,1
C00558,2024-04-16,Web Chat,2,4,1
C00558,2024-08-11,Email,4,3,1
C00559,2024-02-21,Phone,4,48,1
C00559,2023-02-13,Email,4,3,1
C00560,2023-11-14,Email,3,5,1
C00560,2023-04-01,Phone,2,49,1
C00560,2023-05-06,Email,5,17,0
C00560,2024-03-03,Web Chat,3,13,1
C00560,2024-04-19,Phone,3,31,1
C00561,2024-09-27,Email,4,16,0
C00562,2024-04-06,Phone,5,42,1
C00562,2024-07-23,Email,3,12,1
C00563,2023-04-28,Phone,5,30,1
C00563,2023-05-03,Phone,3,35,1
C00563,2024-05-28,Web Chat,3,18,0
C00564,2024-02-22,Phone,3,50,1
C00564,2024-03-08,Email,3,15,1
C00565,2024-04-24,Email,3,16,1
C00565,2023-11-24,Web Chat,5,10,1
C00565,2024-02-22,Email,4,8,0
C00565,2024-08-02,Web Chat,4,17,1
C00566,2024-07-15,Phone,2,56,1
C00567,2023-01-01,Email,1,14,1
C00567,2024-06-21,Email,5,12,1
C00567,2024-12-19,Email,5,5,1
C00568,2024-05-03,Email,4,8,1
C00568,2023-01-11,Web Chat,4,13,1
C00568,2024-04-18,Web Chat,4,19,1
C00568,2024-05-07,Phone,4,19,0
C00569,2023-05-07,Web Chat,2,11,1
C00569,2024-01-16,Phone,4,56,1
C00569,2024-10-28,Web Chat,2,8,1
C00569,2023-10-21,Web Chat,2,18,1
C00569,2023-09-04,Phone,5,44,1
C00569,2024-10-08,Email,2,18,1
C00570,2024-11-04,Web Chat,4,13,1
C00570,2024-02-24,Phone,3,37,1
C00570,2023-02-17,Web Chat,5,4,1
C00570,2024-03-13,Phone,5,53,1
C00571,2023-06-24,Web Chat,3,10,1
C00572,2023-02-20,Web Chat,4,19,1
C00573,2023-05-04,Email,4,15,0
C00573,2024-02-23,Phone,3,46,1
C00574,2024-03-12,Email,4,15,1
C00575,2024-05-06,Email,5,5,1
C00575,2023-09-22,Web Chat,5,12,0
C00575,2024-03-04,Phone,2,47,1
C00576,2024-11-11,Email,2,9,1
C00576,2024-08-14,Email,3,17,1
C00576,2024-03-05,Phone,5,54,0
C00576,2024-11-18,Phone,3,17,1
C00577,2024-02-23,Email,3,13,1
C00577,2024-04-27,Phone,4,24,0
C00577,2023-01-09,Phone,3,17,1
C00578,2023-04-06,Web Chat,5,11,1
C00578,2024-07-11,Web Chat,5,11,1
C00578,2024-07-08,Email,5,13,1
C00579,2023-06-27,Phone,4,23,1
C00579,2023-09-08,Email,4,7,1
C00579,2023-03-09,Email,2,3,1
C00580,2024-11-06,Phone,3,48,1
C00580,2024-03-26,Email,3,15,1
C00580,2024-11-01,Web Chat,5,10,0
C00580,2023-07-09,Email,4,10,1
C00581,2024-05-08,Web Chat,2,4,1
C00581,2023-06-15,Phone,3,34,1
C00581,2023-11-26,Web Chat,1,9,1
C00582,2024-02-25,Email,3,5,1
C00583,2024-05-28,Email,2,4,1
C00583,2023-04-24,Phone,5,16,1
C00584,2024-04-11,Email,4,9,1
C00584,2023-07-04,Email,2,17,1
C00585,2024-11-28,Email,3,16,1
C00585,2024-02-18,Phone,1,19,1
C00586,2024-08-19,Web Chat,3,9,1
C00587,2024-11-23,Web Chat,5,3,0
C00587,2024-07-09,Email,2,19,1
C00587,2024-02-08,Email,3,16,0
C00588,2024-07-08,Phone,3,47,1
C00588,2024-06-20,Web Chat,3,6,1
C00588,2023-08-22,Phone,3,15,0
C00588,2023-02-27,Email,5,11,0
C00589,2023-07-03,Phone,5,20,1
C00589,2023-03-16,Phone,5,39,1
C00589,2023-10-07,Phone,1,27,1
C00589,2023-06-19,Email,3,17,1
C00590,2024-04-20,Web Chat,3,9,1
C00590,2024-04-09,Email,3,15,1
C00591,2024-05-15,Email,3,13,0
C00591,2023-12-03,Phone,5,57,1
C00591,2023-06-27,Email,2,11,1
C00591,2023-07-11,Web Chat,5,12,1
C00591,2024-02-15,Email,1,4,1
C00592,2024-04-04,Web Chat,4,5,0
C00593,2023-02-17,Phone,4,32,1
C00593,2024-04-09,Web Chat,4,6,1
C00593,2024-03-18,Email,3,10,0
C00593,2024-04-07,Web Chat,2,4,1
C00593,2024-03-12,Email,2,15,1
C00594,2024-08-26,Email,5,16,1
C00594,2024-07-04,Phone,4,16,1
C00594,2023-08-27,Email,3,8,1
C00594,2024-10-07,Web Chat,4,16,0
C00595,2023-05-24,Phone,4,31,0
C00595,2023-10-08,Web Chat,5,19,1
C00595,2024-08-04,Email,3,5,1
C00596,2024-02-13,Email,2,11,1
C00596,2023-06-23,Web Chat,2,18,1
C00596,2023-04-12,Web Chat,4,3,1
C00596,2024-05-04,Phone,2,39,0
C00596,2023-05-23,Web Chat,4,6,1
C00597,2023-09-12,Phone,5,48,1
C00597,2024-01-04,Web Chat,2,9,1
C00598,2024-04-18,Web Chat,2,16,0
C00598,2024-07-21,Web Chat,3,7,1
C00598,2024-02-27,Phone,5,47,1
C00599,2024-03-05,Email,3,7,0
C00600,2023-12-17,Phone,4,21,1
C00600,2024-09-15,Phone,4,22,1
C00600,2024-01-21,Phone,4,22,1
C00600,2024-04-21,Phone,4,48,1
C00601,2024-10-04,Phone,4,47,1
C00601,2024-06-09,Web Chat,2,7,1
C00601,2023-12-02,Phone,4,20,1
C00602,2024-06-21,Web Chat,2,3,1
C00602,2023-10-08,Phone,2,51,1
C00602,2024-02-15,Phone,3,42,1
C00603,2023-12-23,Email,4,5,0
C00603,2023-03-22,Email,3,12,0
C00603,2023-06-17,Email,3,10,1
C00604,2023-02-06,Phone,4,43,0
C00605,2023-04-15,Email,4,13,1
C00605,2023-09-13,Email,3,8,0
C00606,2023-08-21,Phone,4,46,1
C00606,2024-09-07,Email,5,9,0
C00606,2024-10-12,Email,2,9,0
C00607,2023-10-15,Web Chat,1,3,1
C00607,2024-04-09,Phone,5,54,0
C00607,2024-03-19,Web Chat,3,12,1
C00607,2024-09-23,Email,4,6,1
C00607,2023-12-17,Web Chat,4,17,1
C00607,2023-02-28,Email,4,17,1
C00608,2024-04-05,Web Chat,3,13,1
C00608,2024-10-01,Phone,2,44,1
C00608,2024-10-18,Web Chat,3,5,1
C00608,2023-10-25,Phone,3,52,1
C00608,2023-03-01,Phone,3,53,1
C00609,2023-05-05,Email,4,14,0
C00609,2024-11-14,Phone,3,49,0
C00610,2023-05-14,Phone,4,17,1
C00610,2024-04-15,Email,3,18,1
C00610,2023-05-23,Phone,3,47,0
C00611,2024-03-18,Phone,2,56,1
C00611,2024-05-06,Phone,5,32,0
C00611,2023-10-04,Web Chat,2,16,1
C00611,2023-10-27,Web Chat,5,18,1
C00612,2024-06-09,Web Chat,4,14,1
C00612,2023-05-08,Phone,4,47,1
C00612,2024-02-06,Phone,5,16,0
C00612,2024-05-03,Web Chat,3,13,0
C00612,2024-08-22,Web Chat,3,12,0
C00612,2023-03-01,Phone,4,16,1
C00613,2023-11-26,Email,1,8,1
C00613,2023-02-05,Phone,5,40,1
C00613,2023-01-16,Phone,3,50,1
C00614,2023-08-07,Phone,1,25,1
C00615,2023-02-19,Phone,4,33,1
C00615,2023-04-03,Phone,5,20,1
C00616,2023-01-09,Phone,4,42,1
C00617,2024-03-09,Web Chat,4,3,1
C00617,2023-06-15,Email,2,9,1
C00618,2023-11-05,Email,3,13,0
C00618,2024-07-28,Email,4,7,1
C00618,2023-11-06,Web Chat,4,5,1
C00619,2024-07-14,Web Chat,5,10,1
C00619,2024-11-01,Email,5,18,1
C00619,2023-09-01,Phone,3,42,1
C00619,2023-02-10,Web Chat,4,14,0
C00620,2024-12-25,Email,5,9,1
C00620,2024-07-11,Email,5,10,1
C00620,2024-07-10,Phone,5,52,0
C00620,2024-04-18,Web Chat,4,16,1
C00621,2023-10-21,Web Chat,5,19,1
C00621,2024-08-20,Web Chat,3,11,1
C00621,2024-04-09,Email,3,15,1
C00622,2024-03-14,Web Chat,2,4,1
C00622,2024-10-03,Phone,5,20,1
C00622,2024-03-07,Phone,2,24,1
C00622,2023-11-24,Phone,4,44,0
C00622,2023-07-03,Web Chat,2,17,1
C00623,2023-11-06,Phone,5,31,0
C00623,2023-09-15,Phone,5,40,1
C00623,2024-09-16,Phone,3,18,1
C00623,2024-12-08,Web Chat,4,3,0
C00623,2023-04-09,Email,3,15,1
C00623,2024-05-09,Phone,5,15,0
C00623,2024-11-10,Email,3,15,1
C00624,2023-01-10,Web Chat,3,8,1
C00624,2024-03-19,Phone,1,33,0
C00624,2024-10-22,Web Chat,5,9,1
C00625,2023-10-18,Email,4,7,1
C00625,2024-10-26,Web Chat,4,19,1
C00626,2023-02-07,Phone,3,17,1
C00626,2023-05-16,Email,3,19,1
C00627,2024-10-15,Phone,5,57,1
C00628,2024-04-14,Phone,1,20,0
C00628,2023-09-26,Web Chat,3,4,1
C00628,2024-04-13,Phone,4,31,0
C00629,2023-09-09,Web Chat,4,14,1
C00629,2024-05-22,Web Chat,3,6,1
C00630,2023-05-12,Web Chat,5,7,1
C00630,2023-05-14,Email,3,16,0
C00630,2023-07-27,Email,3,12,1
C00631,2024-08-08,Web Chat,3,12,1
C00631,2023-01-20,Email,4,13,1
C00631,2023-01-06,Web Chat,3,12,0
C00631,2024-01-26,Email,1,14,1
C00632,2023-10-13,Phone,4,29,0
C00633,2023-11-18,Phone,5,23,0
C00633,2024-12-12,Web Chat,3,17,1
C00634,2024-12-02,Email,2,4,1
C00634,2023-09-11,Email,2,3,1
C00634,2023-04-25,Phone,3,24,1
C00634,2023-11-10,Email,3,3,1
C00634,2024-07-19,Email,4,15,1
C00635,2023-11-11,Email,2,16,1
C00635,2024-08-24,Phone,4,29,1
C00635,2024-01-26,Web Chat,5,16,1
C00635,2023-02-11,Email,5,18,0
C00636,2023-11-08,Email,5,15,1
C00636,2024-12-20,Phone,5,30,1
C00637,2024-10-04,Email,4,16,0
C00637,2023-01-11,Web Chat,2,14,1
C00638,2023-11-13,Web Chat,5,12,1
C00638,2023-04-14,Web Chat,3,5,0
C00638,2024-10-28,Web Chat,5,12,1
C00638,2023-06-08,Email,2,5,1
C00638,2024-07-27,Phone,2,26,1
C00638,2023-04-16,Phone,4,29,1
C00639,2023-04-15,Phone,5,27,1
C00639,2023-11-02,Phone,1,23,1
C00639,2023-10-14,Email,2,17,1
C00640,2024-08-19,Phone,5,25,1
C00640,2023-06-13,Web Chat,3,8,1
C00640,2024-04-09,Phone,3,44,1
C00640,2023-10-19,Phone,3,37,1
C00640,2024-10-13,Web Chat,4,12,1
C00640,2023-11-02,Web Chat,2,10,0
C00641,2024-01-24,Web Chat,3,13,1
C00641,2024-12-11,Email,2,19,1
C00642,2023-11-21,Web Chat,5,11,1
C00642,2023-03-02,Web Chat,3,9,1
C00642,2023-01-03,Phone,4,16,1
