customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00454,2024-03-25,Account Management,I waited longer than usual for a callback but it came eventually.,2,9,1,1
C00454,2024-11-17,Account Management,My bill was slightly higher than I expected this month.,2,8,0,1
C00455,2023-10-28,Service Quality,Quick question about the new tariff letter I received.,1,5,0,1
C00456,2023-04-16,Outage,The rate increase was not communicated clearly and came as a surprise.,3,14,0,1
C00456,2023-07-02,Outage,Response time was a bit slower than last time I called.,2,11,0,0
C00456,2022-02-23,Meter Reading,My bill was slightly higher than I expected this month.,2,4,0,1
C00456,2023-07-03,Technical,The online chat bot could not help me and I had to call anyway.,3,12,1,1
C00457,2024-05-16,Account Management,I am considering switching providers if this is not fixed immediately.,4,8,0,0
C00457,2023-07-28,Account Management,I am not satisfied with how my previous complaint was handled.,3,14,0,0
C00458,2022-05-22,Account Management,I was on hold for about 20 minutes which felt long.,2,7,0,1
C00458,2024-11-12,Account Management,The email confirmation for my account change took two days to arrive.,2,9,0,1
C00458,2022-06-28,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,7,0,1
C00458,2024-03-02,Technical,The rate increase was not communicated clearly and came as a surprise.,3,17,1,0
C00459,2023-08-03,Technical,I was on hold for about 20 minutes which felt long.,2,7,1,1
C00459,2022-07-13,Billing,Just checking when my next meter read is scheduled.,1,6,1,1
C00460,2024-02-12,Technical,The email confirmation for my account change took two days to arrive.,2,12,0,1
C00461,2023-03-08,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,2,1,1
C00463,2022-05-18,Technical,I was on hold for about 20 minutes which felt long.,2,14,0,1
C00463,2022-10-14,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,16,0,1
C00464,2024-04-02,Technical,My bill has errors and I have had to call twice about the same issue.,3,17,0,0
C00465,2024-09-18,Technical,"There was a small discrepancy on my statement, now resolved.",2,12,0,1
C00465,2024-10-28,Outage,Your company has overcharged me for months and nobody will fix it.,5,16,0,0
C00465,2024-11-08,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,3,0,0
C00465,2024-11-04,Meter Reading,Just checking when my next meter read is scheduled.,1,1,0,1
C00465,2024-03-21,Outage,I have escalated this complaint twice and it is still not resolved.,4,12,0,0
C00466,2024-10-22,Outage,This is the third billing error in a row. I am losing patience.,4,23,1,0
C00467,2023-05-28,Account Management,My bill was slightly higher than I expected this month.,2,4,0,0
C00467,2023-12-15,Meter Reading,I was treated rudely on my last call and I want this addressed.,4,1,0,0
C00468,2022-02-15,Billing,The online chat bot could not help me and I had to call anyway.,3,12,0,1
C00468,2022-03-01,Technical,The email confirmation for my account change took two days to arrive.,2,3,0,1
C00468,2022-02-07,Billing,Nobody in your company seems to take responsibility for anything.,4,18,1,0
C00468,2022-05-26,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,2,1,0
C00469,2024-06-17,Outage,Just checking when my next meter read is scheduled.,1,3,0,1
C00469,2024-12-21,Technical,Calling to update my billing address.,1,6,0,1
C00469,2023-03-01,Technical,I took a day off work for the technician and nobody came.,4,24,0,0
C00470,2022-08-22,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,2,0,0
C00470,2023-11-21,Outage,The online chat bot could not help me and I had to call anyway.,3,2,1,1
C00472,2024-06-15,Service Quality,I waited longer than usual for a callback but it came eventually.,2,8,1,1
C00472,2023-11-19,Billing,I have been without power for five days and your team does not care at all.,5,26,1,0
C00473,2023-11-01,Service Quality,I want a full refund and I am cancelling everything today.,5,10,0,0
C00476,2023-03-16,Service Quality,Could you send me a copy of last month's bill?,1,6,1,1
C00477,2022-05-14,Billing,My bill was slightly higher than I expected this month.,2,7,1,0
C00477,2022-06-17,Service Quality,The email confirmation for my account change took two days to arrive.,2,12,1,1
C00477,2024-02-16,Technical,I want to switch to paperless billing.,1,7,0,1
C00478,2024-09-28,Technical,My meter reading submission didn't go through on the first try.,2,5,1,1
C00478,2024-01-13,Billing,I want a formal complaint registered. This has gone on too long.,4,3,0,0
C00478,2024-08-19,Meter Reading,Could you send me a copy of last month's bill?,1,7,0,1
C00478,2024-02-11,Account Management,Response time was a bit slower than last time I called.,2,5,0,1
C00478,2024-01-06,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,5,1,0
C00478,2024-02-21,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,7,0,0
C00478,2024-10-27,Billing,Response time was a bit slower than last time I called.,2,6,0,1
C00479,2024-06-14,Meter Reading,My bill was slightly higher than I expected this month.,2,14,0,1
C00479,2023-03-19,Account Management,I want to switch to paperless billing.,1,8,0,1
C00479,2024-01-10,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,1,1,0
C00481,2023-11-24,Meter Reading,Can you confirm my direct debit amount?,1,3,0,1
C00481,2023-10-05,Billing,I am not satisfied with how my previous complaint was handled.,3,17,0,0
C00481,2022-12-18,Account Management,My bill was slightly higher than I expected this month.,2,10,0,1
C00481,2024-06-21,Technical,My power has been out for two days and nobody has given me an update.,4,16,1,0
C00481,2022-06-20,Service Quality,Can you confirm my direct debit amount?,1,7,0,1
C00482,2024-09-17,Billing,I waited longer than usual for a callback but it came eventually.,2,5,0,1
C00482,2022-08-02,Meter Reading,I need to change my contact phone number on the account.,1,4,0,1
C00483,2023-11-18,Service Quality,I was treated rudely on my last call and I want this addressed.,4,23,1,0
C00483,2023-04-17,Billing,Could you send me a copy of last month's bill?,1,8,0,1
C00483,2024-11-10,Service Quality,My bill was slightly higher than I expected this month.,2,10,0,1
C00484,2022-12-08,Outage,I have escalated this complaint twice and it is still not resolved.,4,21,0,1
C00484,2022-11-10,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,9,0,1
C00484,2023-03-26,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,15,0,1
C00484,2023-02-13,Account Management,I need to change my contact phone number on the account.,1,1,0,1
C00485,2023-01-18,Service Quality,I have been without power for five days and your team does not care at all.,5,17,0,0
C00486,2024-02-24,Service Quality,I want a full refund and I am cancelling everything today.,5,22,0,0
C00486,2022-12-12,Technical,The technician arrived a bit late but did a good job.,2,12,1,1
C00486,2023-05-06,Billing,"Three technicians, three no-shows. I have lost my patience entirely.",5,8,0,0
C00487,2024-07-01,Technical,The technician arrived a bit late but did a good job.,2,11,0,1
C00488,2022-11-04,Technical,I have been without power for five days and your team does not care at all.,5,8,0,0
C00488,2022-06-09,Meter Reading,I have been waiting over a week for someone to call me back.,3,13,1,0
C00489,2024-11-19,Technical,The worst customer experience I have ever had in my life.,5,24,1,1
C00490,2024-07-24,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,5,0,0
C00490,2024-04-25,Outage,I have been waiting over a week for someone to call me back.,3,13,1,0
C00491,2022-06-24,Meter Reading,Just checking when my next meter read is scheduled.,1,4,0,0
C00491,2022-10-10,Billing,I am going to leave a public review warning everyone about this company.,5,6,1,0
C00491,2024-09-13,Billing,I would like to know my current contract end date.,1,7,0,1
C00492,2023-09-06,Account Management,I would like to check my current balance please.,1,3,0,1
C00492,2023-08-16,Billing,I have been waiting over a week for someone to call me back.,3,14,1,0
C00492,2024-01-07,Outage,My bill has errors and I have had to call twice about the same issue.,3,10,1,0
C00492,2023-01-27,Outage,Quick question about the new tariff letter I received.,1,6,0,1
C00492,2022-10-18,Meter Reading,This is the third billing error in a row. I am losing patience.,4,22,1,1
C00492,2024-12-13,Outage,I had trouble navigating the new online portal at first.,2,1,1,1
C00493,2022-04-02,Technical,The technician did not show up at the agreed time without any notice.,3,4,0,1
C00493,2023-04-10,Service Quality,My bill was slightly higher than I expected this month.,2,4,1,1
C00493,2023-06-10,Account Management,I need to change my contact phone number on the account.,1,6,0,1
C00493,2022-07-26,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,2,1,1
C00493,2024-06-24,Service Quality,I was on hold for about 20 minutes which felt long.,2,12,1,1
C00493,2022-01-20,Meter Reading,I am going to leave a public review warning everyone about this company.,5,13,0,0
C00493,2023-03-26,Outage,I have been without power for five days and your team does not care at all.,5,17,0,1
C00494,2024-05-07,Meter Reading,The website was slow when I tried to log in yesterday.,2,3,0,0
C00494,2023-10-10,Billing,The online chat bot could not help me and I had to call anyway.,3,5,0,0
C00497,2024-06-07,Billing,I have escalated this complaint twice and it is still not resolved.,4,3,0,0
C00497,2024-11-06,Outage,This is the third billing error in a row. I am losing patience.,4,4,0,0
C00498,2023-01-19,Meter Reading,The technician arrived a bit late but did a good job.,2,6,1,1
C00499,2024-11-05,Service Quality,The technician arrived a bit late but did a good job.,2,10,0,1
C00499,2024-05-11,Technical,I feel like loyal customers are not being valued the way they should be.,3,10,0,1
C00499,2022-06-14,Account Management,"There was a small discrepancy on my statement, now resolved.",2,2,0,1
C00500,2022-04-14,Service Quality,The customer service agent I spoke to was not very helpful.,3,4,1,1
C00500,2022-08-13,Billing,I waited longer than usual for a callback but it came eventually.,2,13,0,1
C00501,2024-03-27,Outage,"Everything is fine, just updating my details.",1,6,0,1
C00503,2024-09-09,Account Management,The technician arrived a bit late but did a good job.,2,6,0,0
C00503,2022-01-16,Service Quality,I want a formal complaint registered. This has gone on too long.,4,13,1,0
C00504,2024-08-27,Billing,I am not satisfied with how my previous complaint was handled.,3,2,1,1
C00504,2024-05-13,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,18,1,0
C00505,2023-11-06,Billing,I would like to check my current balance please.,1,1,0,1
C00506,2023-03-26,Account Management,I was treated rudely on my last call and I want this addressed.,4,24,1,1
C00507,2023-04-14,Technical,I have been trying to get this resolved for two weeks now.,3,11,0,1
C00507,2022-12-26,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,19,0,0
C00508,2023-03-02,Account Management,This is the third billing error in a row. I am losing patience.,4,9,1,1
C00509,2024-03-05,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,13,1,0
C00509,2024-04-02,Outage,The technician arrived a bit late but did a good job.,2,13,0,1
C00510,2023-05-21,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,17,1,0
C00510,2023-01-17,Billing,I want a formal complaint registered. This has gone on too long.,4,8,1,1
C00510,2022-04-13,Technical,My bill has errors and I have had to call twice about the same issue.,3,10,1,1
C00511,2022-04-12,Service Quality,I am very unhappy with the service. My complaint from last month is still open.,4,8,0,1
C00512,2024-12-28,Account Management,"There was a small discrepancy on my statement, now resolved.",2,2,1,1
C00512,2024-03-12,Outage,I am considering switching providers if this is not fixed immediately.,4,2,1,0
C00512,2024-08-26,Billing,The website was slow when I tried to log in yesterday.,2,9,0,1
C00514,2022-05-20,Billing,I have been waiting over a week for someone to call me back.,3,13,1,1
C00515,2024-05-13,Account Management,The technician did not show up at the agreed time without any notice.,3,19,1,1
C00516,2024-12-10,Service Quality,I took a day off work for the technician and nobody came.,4,19,1,0
C00516,2024-12-28,Outage,"There was a small discrepancy on my statement, now resolved.",2,3,0,1
C00516,2023-12-09,Service Quality,My meter reading submission didn't go through on the first try.,2,9,0,0
C00517,2024-12-22,Service Quality,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,14,0,0
C00517,2023-09-18,Technical,I am considering switching providers if this is not fixed immediately.,4,9,0,0
C00518,2024-09-26,Outage,I would like to check my current balance please.,1,6,0,1
C00518,2024-11-17,Outage,Response time was a bit slower than last time I called.,2,10,1,1
C00518,2024-04-06,Outage,I have escalated this complaint twice and it is still not resolved.,4,24,0,0
C00519,2022-04-18,Outage,The email confirmation for my account change took two days to arrive.,2,12,1,0
C00519,2024-04-01,Billing,Could you send me a copy of last month's bill?,1,7,0,1
C00519,2024-10-19,Account Management,The technician did not show up at the agreed time without any notice.,3,17,1,1
C00519,2022-12-24,Technical,My bill was slightly higher than I expected this month.,2,9,1,1
C00520,2023-09-27,Outage,I would like to check my current balance please.,1,3,0,1
C00520,2023-12-06,Outage,My meter reading submission didn't go through on the first try.,2,7,0,0
C00520,2023-09-07,Account Management,I am going to leave a public review warning everyone about this company.,5,29,1,1
C00520,2024-04-27,Technical,I want a formal complaint registered. This has gone on too long.,4,2,1,0
C00522,2024-03-18,Outage,I was treated rudely on my last call and I want this addressed.,4,5,0,0
C00523,2024-02-04,Meter Reading,I am contacting my lawyer. This is negligent and completely unacceptable.,5,3,0,0
C00523,2024-01-10,Account Management,I have been waiting over a week for someone to call me back.,3,9,0,1
C00524,2022-09-02,Outage,I waited longer than usual for a callback but it came eventually.,2,8,1,1
C00524,2023-02-14,Billing,The email confirmation for my account change took two days to arrive.,2,5,0,0
C00524,2024-05-06,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,16,0,0
C00526,2024-12-20,Billing,My bill was slightly higher than I expected this month.,2,7,0,1
C00526,2022-03-22,Account Management,I had trouble navigating the new online portal at first.,2,7,0,0
C00526,2024-12-20,Billing,Can you confirm my direct debit amount?,1,7,0,1
C00526,2022-07-15,Account Management,I was on hold for about 20 minutes which felt long.,2,10,1,1
C00527,2024-07-25,Account Management,The online chat bot could not help me and I had to call anyway.,3,3,1,0
C00527,2022-01-04,Technical,I was treated rudely on my last call and I want this addressed.,4,6,0,0
C00527,2024-10-17,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,1,0,1
C00527,2022-03-02,Account Management,I was on hold for about 20 minutes which felt long.,2,4,0,1
C00527,2023-03-01,Billing,My meter reading submission didn't go through on the first try.,2,11,0,1
C00528,2023-05-24,Account Management,Response time was a bit slower than last time I called.,2,14,0,1
C00529,2024-12-20,Outage,My power has been out for two days and nobody has given me an update.,4,3,1,1
C00530,2022-08-13,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,13,0,1
C00531,2022-12-04,Technical,Response time was a bit slower than last time I called.,2,9,0,1
C00531,2024-09-04,Meter Reading,I was on hold for about 20 minutes which felt long.,2,13,0,0
C00532,2023-07-28,Billing,Calling to update my billing address.,1,6,0,1
C00532,2024-09-01,Meter Reading,The technician did not show up at the agreed time without any notice.,3,3,0,0
C00532,2024-07-19,Outage,Quick question about the new tariff letter I received.,1,4,0,1
C00533,2024-08-05,Billing,I waited longer than usual for a callback but it came eventually.,2,7,0,1
C00534,2023-02-20,Service Quality,Quick question about the new tariff letter I received.,1,8,1,1
C00534,2022-12-05,Service Quality,The technician arrived a bit late but did a good job.,2,12,0,1
C00535,2024-02-24,Billing,The rate increase was not communicated clearly and came as a surprise.,3,7,1,1
C00535,2024-11-28,Technical,I was on hold for about 20 minutes which felt long.,2,4,1,1
C00535,2023-12-14,Account Management,I was on hold for about 20 minutes which felt long.,2,1,0,1
C00536,2024-04-20,Outage,The level of service I am receiving is completely unacceptable.,4,21,1,1
C00536,2024-05-05,Billing,The technician arrived a bit late but did a good job.,2,13,0,1
C00537,2023-05-02,Outage,I have been trying to get this resolved for two weeks now.,3,3,0,1
C00537,2022-03-08,Outage,I would like to know my current contract end date.,1,6,0,1
C00537,2024-11-17,Outage,My bill has errors and I have had to call twice about the same issue.,3,13,1,1
C00538,2024-11-21,Service Quality,Quick question about the new tariff letter I received.,1,9,0,1
C00539,2022-09-24,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,8,1,0
C00539,2022-05-10,Billing,I have been waiting over a week for someone to call me back.,3,2,0,1
C00540,2024-10-12,Outage,Response time was a bit slower than last time I called.,2,5,0,1
C00540,2024-08-20,Meter Reading,Calling to update my billing address.,1,1,0,1
C00541,2024-05-21,Billing,The worst customer experience I have ever had in my life.,5,7,0,0
C00541,2022-04-04,Meter Reading,I would like to check my current balance please.,1,8,0,0
C00541,2022-01-14,Account Management,I was treated rudely on my last call and I want this addressed.,4,20,1,0
C00542,2024-07-28,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,7,0,1
C00542,2024-01-25,Technical,I was on hold for about 20 minutes which felt long.,2,11,1,0
C00542,2024-07-18,Service Quality,I have been trying to get this resolved for two weeks now.,3,4,0,0
C00542,2024-10-01,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,5,0,0
C00543,2022-09-24,Outage,My power has been out for two days and nobody has given me an update.,4,20,1,0
C00543,2023-10-04,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,6,0,1
C00543,2024-11-18,Meter Reading,I was treated rudely on my last call and I want this addressed.,4,6,0,0
C00543,2023-10-23,Account Management,The email confirmation for my account change took two days to arrive.,2,1,0,0
C00543,2022-09-02,Account Management,Can you confirm my direct debit amount?,1,2,1,1
C00543,2023-11-14,Billing,The email confirmation for my account change took two days to arrive.,2,9,0,1
C00543,2024-05-04,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,19,1,1
C00544,2024-04-24,Billing,I am switching providers immediately. I cannot tolerate this incompetence.,5,9,0,1
C00544,2023-02-03,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,8,0,1
C00545,2024-03-10,Meter Reading,Just checking when my next meter read is scheduled.,1,2,0,1
C00545,2024-01-16,Service Quality,"Everything is fine, just updating my details.",1,1,1,1
C00546,2024-10-28,Billing,My bill has errors and I have had to call twice about the same issue.,3,15,1,0
C00547,2023-04-25,Outage,Could you send me a copy of last month's bill?,1,8,1,1
C00547,2023-09-19,Account Management,I have been without power for five days and your team does not care at all.,5,27,1,0
C00547,2024-03-28,Billing,"Three technicians, three no-shows. I have lost my patience entirely.",5,15,0,0
C00548,2023-05-15,Meter Reading,Just checking when my next meter read is scheduled.,1,3,0,1
C00549,2022-06-26,Technical,The technician arrived a bit late but did a good job.,2,14,0,0
C00549,2023-10-11,Outage,This is the third billing error in a row. I am losing patience.,4,22,1,0
C00549,2024-04-10,Outage,I want to switch to paperless billing.,1,8,0,1
C00549,2022-08-21,Account Management,I am not satisfied with how my previous complaint was handled.,3,3,0,1
C00550,2024-12-07,Billing,I am considering switching providers if this is not fixed immediately.,4,2,0,0
C00550,2024-05-26,Billing,I need to change my contact phone number on the account.,1,3,0,1
C00550,2023-12-04,Billing,I would like to know my current contract end date.,1,1,1,1
C00551,2023-04-18,Outage,The email confirmation for my account change took two days to arrive.,2,4,0,1
C00552,2024-02-05,Meter Reading,I am going to leave a public review warning everyone about this company.,5,24,1,0
C00553,2022-06-16,Outage,I took a day off work for the technician and nobody came.,4,6,0,0
C00553,2023-06-21,Meter Reading,I have been waiting over a week for someone to call me back.,3,12,1,0
C00554,2024-10-10,Meter Reading,My bill was slightly higher than I expected this month.,2,14,0,1
C00555,2023-03-06,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,5,1,0
C00555,2024-11-20,Meter Reading,Quick question about the new tariff letter I received.,1,6,0,1
C00555,2022-01-07,Account Management,The technician did not show up at the agreed time without any notice.,3,12,0,1
C00556,2023-04-02,Technical,The online chat bot could not help me and I had to call anyway.,3,3,0,0
C00556,2023-03-24,Billing,The technician did not show up at the agreed time without any notice.,3,18,0,0
C00557,2024-11-20,Account Management,Response time was a bit slower than last time I called.,2,12,0,1
C00557,2024-05-13,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,8,0,0
C00557,2024-07-22,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,1,0,0
C00557,2024-11-08,Outage,Response time was a bit slower than last time I called.,2,3,1,1
C00558,2022-11-07,Account Management,My meter reading submission didn't go through on the first try.,2,6,1,1
C00558,2023-07-16,Service Quality,My power has been out for two days and nobody has given me an update.,4,19,0,0
C00559,2022-12-24,Service Quality,The customer service agent I spoke to was not very helpful.,3,14,0,1
C00560,2024-09-24,Outage,Your company has overcharged me for months and nobody will fix it.,5,2,0,0
C00560,2023-10-01,Technical,I waited longer than usual for a callback but it came eventually.,2,6,1,1
C00560,2022-07-12,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,28,1,0
C00560,2022-04-04,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,4,0,0
C00560,2023-04-22,Service Quality,Nobody in your company seems to take responsibility for anything.,4,21,0,1
C00563,2023-03-25,Account Management,I feel like loyal customers are not being valued the way they should be.,3,19,0,1
C00563,2023-04-06,Technical,I am not satisfied with how my previous complaint was handled.,3,1,1,0
C00563,2022-12-25,Meter Reading,I am switching providers immediately. I cannot tolerate this incompetence.,5,5,0,0
C00564,2024-01-15,Account Management,I had trouble navigating the new online portal at first.,2,3,0,0
C00565,2022-06-11,Account Management,"There was a small discrepancy on my statement, now resolved.",2,6,0,1
C00565,2023-01-02,Account Management,I waited longer than usual for a callback but it came eventually.,2,8,0,1
C00566,2023-09-15,Meter Reading,The technician did not show up at the agreed time without any notice.,3,8,0,1
C00566,2024-07-27,Account Management,"Everything is fine, just updating my details.",1,9,0,1
C00567,2024-12-06,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,4,0,1
C00568,2024-12-07,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,16,0,0
C00568,2022-05-14,Outage,"Everything is fine, just updating my details.",1,5,0,1
C00568,2022-05-12,Meter Reading,My meter reading submission didn't go through on the first try.,2,1,0,1
C00569,2024-02-25,Account Management,I need to change my contact phone number on the account.,1,2,0,1
C00572,2022-07-14,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,12,0,1
C00573,2022-11-26,Billing,The customer service agent I spoke to was not very helpful.,3,18,0,1
C00573,2022-01-24,Billing,I feel like loyal customers are not being valued the way they should be.,3,10,0,1
C00574,2024-03-27,Outage,My bill was slightly higher than I expected this month.,2,14,1,1
C00574,2024-08-01,Billing,I took a day off work for the technician and nobody came.,4,6,0,1
C00574,2024-12-03,Technical,I have been waiting over a week for someone to call me back.,3,12,0,1
C00575,2024-03-07,Technical,I have escalated this complaint twice and it is still not resolved.,4,4,1,0
C00575,2024-03-28,Account Management,Just checking when my next meter read is scheduled.,1,1,0,1
C00575,2024-01-08,Technical,The rate increase was not communicated clearly and came as a surprise.,3,6,0,0
C00575,2024-09-06,Account Management,I have been waiting over a week for someone to call me back.,3,16,0,1
C00575,2024-07-05,Technical,I had trouble navigating the new online portal at first.,2,12,0,1
C00576,2024-06-28,Billing,I feel like loyal customers are not being valued the way they should be.,3,10,1,1
C00576,2022-12-21,Outage,I am contacting my lawyer. This is negligent and completely unacceptable.,5,8,0,0
C00577,2023-09-12,Meter Reading,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,10,1,0
C00577,2022-08-02,Technical,I feel like loyal customers are not being valued the way they should be.,3,18,0,1
C00578,2024-08-25,Outage,I was on hold for about 20 minutes which felt long.,2,11,0,1
C00578,2023-11-09,Meter Reading,I am switching providers immediately. I cannot tolerate this incompetence.,5,16,1,1
C00579,2023-12-25,Account Management,I had trouble navigating the new online portal at first.,2,10,0,1
C00580,2024-12-11,Outage,I am very unhappy with the service. My complaint from last month is still open.,4,24,0,1
C00580,2023-09-22,Outage,The level of service I am receiving is completely unacceptable.,4,16,1,0
C00582,2023-01-09,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,11,0,1
C00582,2023-12-04,Billing,I have been waiting over a week for someone to call me back.,3,11,0,1
C00582,2022-10-19,Technical,I have escalated this complaint twice and it is still not resolved.,4,12,1,0
C00583,2023-02-26,Outage,The online chat bot could not help me and I had to call anyway.,3,6,0,1
C00583,2024-09-27,Account Management,I am switching providers immediately. I cannot tolerate this incompetence.,5,5,1,1
C00583,2024-08-25,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,15,0,1
C00583,2024-03-12,Account Management,I was on hold for about 20 minutes which felt long.,2,9,0,1
C00584,2024-07-24,Technical,I was treated rudely on my last call and I want this addressed.,4,3,1,0
C00584,2024-01-03,Service Quality,I want to switch to paperless billing.,1,4,1,1
C00585,2024-07-04,Technical,The email confirmation for my account change took two days to arrive.,2,4,0,1
C00585,2022-04-14,Technical,The website was slow when I tried to log in yesterday.,2,14,0,1
C00585,2024-07-07,Account Management,I have been without power for five days and your team does not care at all.,5,10,1,0
C00585,2022-09-12,Billing,I feel like loyal customers are not being valued the way they should be.,3,17,1,1
C00585,2023-12-27,Billing,The customer service agent I spoke to was not very helpful.,3,4,1,1
C00586,2024-01-22,Service Quality,"Three technicians, three no-shows. I have lost my patience entirely.",5,27,0,0
C00587,2023-12-14,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,4,0,0
C00587,2024-09-03,Technical,I took a day off work for the technician and nobody came.,4,17,0,1
C00587,2022-10-15,Service Quality,The online chat bot could not help me and I had to call anyway.,3,12,1,0
C00588,2023-09-20,Service Quality,Calling to update my billing address.,1,4,0,1
C00588,2024-06-20,Account Management,I have been trying to get this resolved for two weeks now.,3,16,0,0
C00589,2024-02-28,Billing,The technician did not show up at the agreed time without any notice.,3,2,0,0
C00589,2023-08-27,Service Quality,I waited longer than usual for a callback but it came eventually.,2,5,0,1
C00590,2022-04-12,Billing,My meter reading submission didn't go through on the first try.,2,10,1,1
C00591,2022-01-04,Account Management,I would like to know my current contract end date.,1,8,0,1
C00592,2024-05-20,Outage,The rate increase was not communicated clearly and came as a surprise.,3,6,1,1
C00592,2022-06-25,Meter Reading,I am going to leave a public review warning everyone about this company.,5,27,0,1
C00593,2023-04-28,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,6,1,1
C00594,2023-06-27,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,9,0,0
C00594,2023-07-24,Technical,I am not satisfied with how my previous complaint was handled.,3,12,1,1
C00594,2024-10-18,Billing,I feel like loyal customers are not being valued the way they should be.,3,2,1,1
C00595,2022-05-04,Technical,I feel like loyal customers are not being valued the way they should be.,3,17,0,0
C00595,2023-05-15,Meter Reading,The level of service I am receiving is completely unacceptable.,4,9,1,1
C00597,2023-10-12,Outage,I feel like loyal customers are not being valued the way they should be.,3,12,0,1
C00597,2023-08-28,Service Quality,This is the third billing error in a row. I am losing patience.,4,22,0,0
C00597,2023-10-23,Technical,I am switching providers immediately. I cannot tolerate this incompetence.,5,5,0,1
C00597,2023-07-23,Service Quality,I am contacting my lawyer. This is negligent and completely unacceptable.,5,18,0,0
C00598,2024-01-26,Service Quality,I am contacting my lawyer. This is negligent and completely unacceptable.,5,16,0,0
C00598,2024-05-15,Meter Reading,My power has been out for two days and nobody has given me an update.,4,7,1,0
C00599,2024-08-03,Outage,I feel like loyal customers are not being valued the way they should be.,3,17,1,0
C00600,2022-05-17,Account Management,The worst customer experience I have ever had in my life.,5,18,1,0
C00600,2023-06-14,Billing,I am very unhappy with the service. My complaint from last month is still open.,4,24,1,0
C00601,2024-07-24,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,16,0,1
C00601,2024-10-26,Account Management,The technician arrived a bit late but did a good job.,2,2,0,1
C00601,2022-10-14,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,8,0,0
C00601,2023-10-18,Billing,The technician arrived a bit late but did a good job.,2,4,0,0
C00602,2023-08-10,Outage,I am contacting my lawyer. This is negligent and completely unacceptable.,5,22,0,0
C00603,2022-04-06,Outage,The website was slow when I tried to log in yesterday.,2,13,0,0
C00603,2024-09-15,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,6,0,1
C00604,2023-10-10,Billing,I have escalated this complaint twice and it is still not resolved.,4,13,0,0
C00604,2023-08-05,Service Quality,Nobody in your company seems to take responsibility for anything.,4,2,0,1
C00605,2024-10-08,Meter Reading,I was on hold for about 20 minutes which felt long.,2,11,0,1
C00605,2022-03-12,Outage,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00606,2023-09-02,Service Quality,My bill was slightly higher than I expected this month.,2,8,0,1
C00606,2022-07-25,Service Quality,I am switching providers immediately. I cannot tolerate this incompetence.,5,3,1,0
C00606,2022-03-24,Billing,I feel like loyal customers are not being valued the way they should be.,3,7,1,1
C00607,2022-02-20,Technical,This is the third billing error in a row. I am losing patience.,4,16,0,1
C00608,2023-04-10,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,7,0,0
C00609,2022-12-01,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,26,1,0
