customer_id,interaction_date,channel,interaction_type,satisfaction_score,duration_minutes,resolved
C00183,2023-06-22,Email,Complaint,4,38,1
C00213,2023-06-22,App,Billing Inquiry,5,44,0
C00393,2023-06-22,App,Complaint,1,19,1
C00061,2023-06-23,Email,Technical Support,3,6,1
C00020,2023-06-23,App,General Inquiry,2,31,0
C00107,2023-06-23,In-Person,Technical Support,2,10,0
C00438,2023-06-23,Email,Service Request,1,38,1
C00384,2023-06-23,Phone,Complaint,5,3,1
C00133,2023-06-23,Email,Service Request,2,37,0
C00174,2023-06-24,Phone,Service Request,2,17,0
C00063,2023-06-24,Email,Billing Inquiry,2,42,1
C00110,2023-06-24,Chat,Complaint,5,31,1
C00450,2023-06-24,App,General Inquiry,5,4,1
C00444,2023-06-24,In-Person,Complaint,4,41,0
C00161,2023-06-24,Email,Technical Support,3,37,1
C00456,2023-06-25,In-Person,Service Request,5,27,0
C00049,2023-06-25,Phone,Service Request,5,21,1
C00484,2023-06-25,Chat,Technical Support,1,44,0
C00281,2023-06-25,In-Person,Billing Inquiry,4,26,0
C00084,2023-06-25,Email,Complaint,2,13,1
C00147,2023-06-25,In-Person,Billing Inquiry,1,38,0
C00218,2023-06-26,Phone,Technical Support,5,4,0
C00222,2023-06-26,Chat,General Inquiry,3,30,0
C00166,2023-06-26,Phone,Technical Support,2,32,1
C00052,2023-06-26,App,Billing Inquiry,3,39,0
C00269,2023-06-26,Email,General Inquiry,1,33,0
C00065,2023-06-26,Phone,General Inquiry,2,19,1
C00072,2023-06-27,Phone,General Inquiry,5,2,1
C00455,2023-06-27,Chat,Technical Support,1,5,0
C00092,2023-06-27,Chat,Complaint,5,23,1
C00397,2023-06-27,Phone,Service Request,4,2,1
C00180,2023-06-27,Email,Service Request,3,44,1
C00417,2023-06-27,In-Person,Technical Support,4,34,0
C00190,2023-06-28,App,Technical Support,4,17,1
C00449,2023-06-28,In-Person,Billing Inquiry,4,2,1
C00305,2023-06-28,In-Person,General Inquiry,3,24,0
C00303,2023-06-28,App,Complaint,5,33,1
C00413,2023-06-28,In-Person,Billing Inquiry,4,9,1
C00050,2023-06-28,Email,Billing Inquiry,4,27,1
C00254,2023-06-29,Email,Complaint,2,7,0
C00185,2023-06-29,In-Person,Technical Support,1,27,1
C00094,2023-06-29,Phone,Complaint,1,5,0
C00218,2023-06-29,In-Person,Billing Inquiry,4,24,1
C00163,2023-06-29,Chat,Technical Support,2,27,1
C00143,2023-06-29,App,Technical Support,3,41,1
C00405,2023-06-30,Chat,Technical Support,3,3,1
C00141,2023-06-30,In-Person,Service Request,5,8,1
C00317,2023-06-30,Email,Service Request,2,22,1
C00499,2023-06-30,Chat,Billing Inquiry,4,8,0
C00299,2023-06-30,Chat,General Inquiry,2,23,0
C00185,2023-06-30,In-Person,Billing Inquiry,2,17,0
C00242,2023-07-01,Phone,General Inquiry,1,37,0
C00102,2023-07-01,Phone,Technical Support,3,37,1
C00170,2023-07-01,App,General Inquiry,1,22,1
C00471,2023-07-01,App,General Inquiry,5,42,1
C00362,2023-07-01,Chat,Billing Inquiry,1,16,0
C00269,2023-07-01,Phone,General Inquiry,4,39,0
C00015,2023-07-02,App,Service Request,5,41,1
C00210,2023-07-02,Chat,Billing Inquiry,5,28,0
C00299,2023-07-02,Email,Service Request,4,43,1
C00206,2023-07-02,Chat,Service Request,5,37,1
C00257,2023-07-02,Phone,Service Request,1,39,0
C00138,2023-07-02,Email,General Inquiry,1,3,0
C00342,2023-07-03,App,Billing Inquiry,1,28,0
C00316,2023-07-03,Phone,Complaint,5,17,1
C00196,2023-07-03,App,Billing Inquiry,5,14,1
C00321,2023-07-03,Chat,Technical Support,3,9,0
C00136,2023-07-03,Phone,General Inquiry,4,24,1
C00339,2023-07-03,Email,Technical Support,1,4,0
C00354,2023-07-04,App,Technical Support,3,26,0
C00496,2023-07-04,App,Complaint,4,18,1
C00235,2023-07-04,In-Person,Technical Support,4,26,0
C00059,2023-07-04,Chat,General Inquiry,5,43,1
C00440,2023-07-04,App,Service Request,4,40,0
C00031,2023-07-04,App,Technical Support,3,15,0
C00145,2023-07-05,Chat,Technical Support,3,3,0
C00112,2023-07-05,App,General Inquiry,5,19,1
C00177,2023-07-05,Email,General Inquiry,3,37,1
C00288,2023-07-05,In-Person,Complaint,2,11,0
C00453,2023-07-05,Chat,General Inquiry,5,10,1
C00275,2023-07-05,Chat,Technical Support,5,27,0
C00032,2023-07-06,Phone,Complaint,3,4,0
C00494,2023-07-06,Chat,General Inquiry,5,37,1
C00302,2023-07-06,Email,Billing Inquiry,5,13,0
C00013,2023-07-06,Phone,Technical Support,2,41,1
C00140,2023-07-06,In-Person,Billing Inquiry,4,2,0
C00340,2023-07-06,Chat,Billing Inquiry,5,28,0
C00430,2023-07-07,Chat,Billing Inquiry,5,20,0
C00192,2023-07-07,Chat,Technical Support,3,32,1
C00292,2023-07-07,Email,Billing Inquiry,2,9,0
C00208,2023-07-07,Phone,Service Request,1,25,0
C00199,2023-07-07,Phone,Billing Inquiry,2,20,0
C00062,2023-07-07,Phone,Technical Support,4,30,0
C00020,2023-07-08,App,Technical Support,3,10,0
C00301,2023-07-08,In-Person,Complaint,4,15,1
C00177,2023-07-08,Email,Service Request,1,28,0
C00169,2023-07-08,Phone,Technical Support,1,34,1
C00127,2023-07-08,Chat,Billing Inquiry,4,13,0
C00432,2023-07-08,Email,Service Request,1,12,0
C00439,2023-07-09,Phone,General Inquiry,5,6,1
C00492,2023-07-09,Chat,Technical Support,2,19,1
C00294,2023-07-09,Phone,Technical Support,5,4,0
C00216,2023-07-09,In-Person,Technical Support,5,26,1
C00098,2023-07-09,App,Complaint,2,26,1
C00092,2023-07-09,Chat,Service Request,2,26,1
C00376,2023-07-10,Email,Technical Support,2,29,0
C00374,2023-07-10,Email,Complaint,5,18,1
C00381,2023-07-10,App,Complaint,4,20,0
C00049,2023-07-10,Phone,Billing Inquiry,2,4,0
C00172,2023-07-10,App,General Inquiry,4,41,0
C00333,2023-07-10,Chat,Billing Inquiry,4,9,0
C00114,2023-07-11,Phone,Complaint,5,29,0
C00318,2023-07-11,In-Person,Service Request,5,44,0
C00003,2023-07-11,App,General Inquiry,4,44,0
C00141,2023-07-11,Phone,Complaint,3,9,1
C00371,2023-07-11,App,Technical Support,4,17,0
C00226,2023-07-11,Chat,Billing Inquiry,5,36,1
C00199,2023-07-12,Chat,General Inquiry,3,15,1
C00343,2023-07-12,App,General Inquiry,2,4,0
C00369,2023-07-12,App,General Inquiry,3,19,0
C00372,2023-07-12,Email,Complaint,1,27,0
C00133,2023-07-12,Phone,General Inquiry,5,28,1
C00019,2023-07-12,Chat,General Inquiry,5,17,1
C00120,2023-07-13,App,Billing Inquiry,4,43,0
C00367,2023-07-13,App,Billing Inquiry,2,25,0
C00143,2023-07-13,In-Person,Service Request,3,44,0
C00274,2023-07-13,App,Service Request,3,29,1
C00070,2023-07-13,Email,Technical Support,3,13,1
C00216,2023-07-13,Phone,General Inquiry,5,30,1
C00389,2023-07-14,In-Person,Service Request,5,35,0
C00187,2023-07-14,Chat,Billing Inquiry,5,10,0
C00438,2023-07-14,App,Service Request,1,41,1
C00033,2023-07-14,Chat,Service Request,4,44,0
C00353,2023-07-14,Phone,Billing Inquiry,1,15,1
C00434,2023-07-14,In-Person,Complaint,5,33,0
C00176,2023-07-15,Phone,Technical Support,2,20,1
C00472,2023-07-15,Phone,Billing Inquiry,4,36,1
C00487,2023-07-15,Email,General Inquiry,2,27,1
C00035,2023-07-15,App,Billing Inquiry,1,6,1
C00202,2023-07-15,Phone,Billing Inquiry,2,16,1
C00385,2023-07-15,In-Person,Billing Inquiry,1,25,1
C00400,2023-07-16,Email,General Inquiry,5,16,1
C00427,2023-07-16,Email,Technical Support,5,12,0
C00054,2023-07-16,Email,Service Request,3,6,1
C00187,2023-07-16,App,Technical Support,5,44,1
C00018,2023-07-16,Phone,Billing Inquiry,4,36,0
C00412,2023-07-16,In-Person,Billing Inquiry,1,30,0
C00267,2023-07-17,Email,General Inquiry,5,12,0
C00457,2023-07-17,Chat,General Inquiry,4,7,0
C00455,2023-07-17,Phone,Complaint,2,34,0
C00490,2023-07-17,App,Service Request,3,30,0
C00212,2023-07-17,Email,Service Request,5,12,1
C00369,2023-07-17,Phone,General Inquiry,5,24,0
C00380,2023-07-18,Chat,Service Request,2,3,0
C00107,2023-07-18,Email,Technical Support,4,36,1
C00010,2023-07-18,Chat,Technical Support,5,12,0
C00082,2023-07-18,App,Technical Support,4,10,1
C00405,2023-07-18,In-Person,Service Request,4,30,1
C00034,2023-07-18,In-Person,Billing Inquiry,3,36,1
C00043,2023-07-19,Email,Technical Support,4,39,1
C00498,2023-07-19,In-Person,Service Request,4,9,1
C00383,2023-07-19,Chat,Billing Inquiry,3,17,0
C00361,2023-07-19,Phone,General Inquiry,2,21,1
C00083,2023-07-19,App,Technical Support,3,20,1
C00446,2023-07-19,Email,Service Request,5,12,0
C00269,2023-07-20,Phone,General Inquiry,1,7,0
C00317,2023-07-20,In-Person,General Inquiry,2,24,0
C00060,2023-07-20,Phone,Service Request,2,12,0
C00456,2023-07-20,In-Person,Billing Inquiry,3,13,1
C00474,2023-07-20,Phone,Complaint,1,19,0
C00405,2023-07-20,Phone,Service Request,4,14,0
C00210,2023-07-21,Chat,Technical Support,1,7,0
C00460,2023-07-21,Chat,Service Request,3,27,1
C00288,2023-07-21,In-Person,Technical Support,2,10,1
C00294,2023-07-21,App,Complaint,2,26,0
C00250,2023-07-21,Chat,Complaint,5,38,0
C00257,2023-07-21,Phone,Billing Inquiry,2,16,1
C00410,2023-07-22,Chat,Billing Inquiry,1,26,1
C00091,2023-07-22,Chat,Complaint,2,29,0
C00327,2023-07-22,Chat,Billing Inquiry,2,11,0
C00131,2023-07-22,Email,Service Request,4,31,1
C00070,2023-07-22,App,Complaint,5,33,1
C00058,2023-07-22,In-Person,Complaint,2,40,0
C00153,2023-07-23,Chat,Billing Inquiry,1,8,1
C00313,2023-07-23,Email,Billing Inquiry,5,3,1
C00228,2023-07-23,Phone,Technical Support,3,6,0
C00499,2023-07-23,Phone,Complaint,4,36,0
C00215,2023-07-23,Email,Technical Support,3,7,1
C00105,2023-07-23,In-Person,General Inquiry,5,30,1
C00156,2023-07-24,In-Person,Billing Inquiry,4,23,1
C00059,2023-07-24,Phone,Service Request,3,34,0
C00251,2023-07-24,Email,Billing Inquiry,2,42,1
C00104,2023-07-24,In-Person,Technical Support,2,2,1
C00500,2023-07-24,In-Person,Technical Support,3,8,1
C00331,2023-07-24,In-Person,Complaint,1,33,1
C00181,2023-07-25,In-Person,Technical Support,5,21,1
C00074,2023-07-25,App,Technical Support,1,2,0
C00400,2023-07-25,Chat,Technical Support,4,18,0
C00411,2023-07-25,In-Person,Service Request,3,27,0
C00200,2023-07-25,In-Person,Technical Support,1,29,0
C00496,2023-07-25,Chat,General Inquiry,1,10,0
C00290,2023-07-26,In-Person,Service Request,2,35,1
C00469,2023-07-26,Chat,Service Request,5,6,1
C00359,2023-07-26,App,Complaint,4,40,0
C00195,2023-07-26,Email,Complaint,2,28,0
C00390,2023-07-26,App,Complaint,4,33,1
C00239,2023-07-26,Chat,Technical Support,1,18,1
C00408,2023-07-27,In-Person,Complaint,3,9,1
C00456,2023-07-27,Email,Billing Inquiry,1,19,0
C00267,2023-07-27,Email,Complaint,5,36,0
C00167,2023-07-27,In-Person,Technical Support,4,29,1
C00476,2023-07-27,Email,Technical Support,3,41,0
C00065,2023-07-27,In-Person,Complaint,1,24,0
C00320,2023-07-28,Email,Technical Support,3,32,0
C00126,2023-07-28,In-Person,General Inquiry,4,33,1
